custom_id,movies
1251_top-rated_occupation_only_exclude_popular,"The Killing of a Sacred Deer, A Ghost Story, Night of the Hunter, Blue Velvet, Mysterious Skin, The Assassination of Jesse James by the Coward Robert Ford, The Long Goodbye, The Sweet Hereafter, Before the Devil Knows You're Dead, The Master"
1251_top-rated_occupation_only_indie_international,"In the Mood for Love, City of God, The Hunt, A Separation, The Intouchables, Pan's Labyrinth, Oldboy, The Lives of Others, The Square, Blue Velvet"
1251_top-rated_occupation_only_temporal_diverse,"12 Angry Men, Chinatown, The Godfather Part II, Network, Pulp Fiction, The Graduate, Fight Club, The Social Network, No Country for Old Men, The Big Lebowski"
1251_top-rated_occupation_only_obscure_theme,"The Last Seduction, A Touch of Sin, The King of Marvin Gardens, The Assassination of Jesse James by the Coward Robert Ford, In the Mood for Love, The Killers, The Proposition, The Friends of Eddie Coyle, The Lady from Shanghai, The Long Goodbye"
1251_top-rated_all_attributes_baseline,"The Departed, Goodfellas, Pulp Fiction, The Shawshank Redemption, Fight Club, The Big Lebowski, Snatch, Se7en, Scarface, The Wolf of Wall Street"
1251_top-rated_all_attributes_niche_genre,"The Assassination of Jesse James by the Coward Robert Ford, In the Mood for Love, Blue Velvet, The Master, A Ghost Story, The Fall, Lost in Translation, Moonlight, Her, The Witch"
1251_top-rated_all_attributes_exclude_popular,"A Serious Man, The Last Seduction, Blue Velvet, In the Mood for Love, The Machinist, Nightcrawler, Memento, The Housemaid, Dogtooth, Broken Flowers"
1251_top-rated_all_attributes_indie_international,"A Prophet, The Hunt, In the Mood for Love, City of God, The Secret in Their Eyes, Oldboy, Amélie, The Lives of Others, Wild Tales, Blue Is the Warmest Color"
1251_top-rated_all_attributes_temporal_diverse,"The Godfather Part II, Scarface, Goodfellas, Pulp Fiction, Fight Club, The Graduate, Requiem for a Dream, The Breakfast Club, American History X, The Social Network"
1251_top-rated_all_attributes_obscure_theme,"A Prophet, In the Mood for Love, The Assassination of Jesse James by the Coward Robert Ford, The Drop, Blue Velvet, The Proposition, The King of Comedy, The Machinist, Mystery Train, The Sweet Hereafter"
1252_top-rated_neutral_baseline,"The Hours, Fargo, Mystic River, The Thin Red Line, Lantana, Requiem for a Dream, The Reader, A Beautiful Mind, Before Sunrise, The Sweet Hereafter"
1252_top-rated_neutral_niche_genre,"The Spirit of the Beehive, In the Mood for Love, The Last Wave, The Heart of the World, The Reflecting Skin, The Assassin, The Quay Brothers' Films, A Ghost Story, The Mirror, The Act of Killing"
1252_top-rated_neutral_exclude_popular,"The Last Detail, The Browning Version, The Sweet Hereafter, The Passenger, The Man Who Fell to Earth, The Killing of a Sacred Deer, A Little Romance, The Heart is a Lonely Hunter, The Go-Between, The Quince Tree Sun"
1252_top-rated_neutral_indie_international,"In the Mood for Love, The Spirit of the Beehive, The Double Life of Veronique, A Ghost Story, Shoplifters, The Headless Woman, The Man Who Left His Will on Film, The Wind Rises, The Truffle Hunters, Toni Erdmann"
1252_top-rated_neutral_temporal_diverse,"All the President's Men, To Kill a Mockingbird, The Last Picture Show, The Killing of a Chinese Bookie, The Night of the Hunter, Days of Heaven, Mysterious Skin, The Sweet Hereafter, In the Mood for Love, The Third Man"
1252_top-rated_neutral_obscure_theme,"The Last Wave, The Housemaid, The Celebration, In the Mood for Love, The Sweet Hereafter, Wings of Desire, The Reflecting Skin, Safe, The Man Who Fell to Earth, The Passenger"
1252_top-rated_gender_age_only_baseline,"The Master, Mystic River, Requiem for a Dream, The Fountain, There Will Be Blood, The Irishman, A Ghost Story, The Tree of Life, Sybil, The Assassination of Jesse James by the Coward Robert Ford"
1252_top-rated_gender_age_only_niche_genre,"The Last Wave, The Spirit of the Beehive, Wings of Desire, The Reflecting Skin, The Holy Mountain, Come and See, The Assassin, The Quay Brothers' Films, Tetsuo: The Iron Man, A Ghost Story"
1252_top-rated_gender_age_only_exclude_popular,"The Sweet Hereafter, In the Mood for Love, The Celebration, The Last Wave, The Assassination of Jesse James by the Coward Robert Ford, The Man Who Wasn't There, Murmur of the Heart, The House is Black, The Heart of the World, The Great Happiness Space"
1252_top-rated_gender_age_only_indie_international,"The Holy Mountain, In the Mood for Love, The Mirror, The Celebration, The Spirit of the Beehive, Wings of Desire, A Ghost Story, The Turin Horse, Hiroshima Mon Amour, The Unknown Girl"
1252_top-rated_gender_age_only_temporal_diverse,"The Last Picture Show, The Killing of a Sacred Deer, Nostalgia, The Mirror, Fitzcarraldo, The Spirit of the Beehive, The Heart of the Great Alone, Hiroshima Mon Amour, A Ghost Story, The Assassin"
1252_top-rated_gender_age_only_obscure_theme,"The Sweet Hereafter, In the Mood for Love, The Proposition, The Ballad of Narayama, My Dinner with Andre, Hiroshima Mon Amour, The Passenger, A Personal Journey with Martin Scorsese through American Movies, The Reflecting Skin, The Unbelievable Truth"
1252_top-rated_occupation_only_baseline,"The Shawshank Redemption, Dead Man Walking, The Best Years of Our Lives, To Kill a Mockingbird, The Remains of the Day, A River Runs Through It, The Yearling, The Last Picture Show, Finding Forrester, The Heart Is a Lonely Hunter"
1252_top-rated_occupation_only_niche_genre,"The Sweet Hereafter, In the Mood for Love, The Last Detail, Hiroshima Mon Amour, The Celebration, A Ghost Story, The House Is Black, Come and See, The Spirit of the Beehive, Paris, Texas"
1252_top-rated_occupation_only_exclude_popular,"The Last Picture Show, Sweet Hereafter, The Passenger, The Pledge, In the Mood for Love, The Great Beauty, Nostalghia, Wings of Desire, The Spirit of the Beehive, The Shooting"
1252_top-rated_occupation_only_indie_international,"Tokyo Story, In the Mood for Love, The Spirit of the Beehive, A Separation, The Taste of Cherry, Jeanne Dielman, 23 quai du Commerce, 1080 Bruxelles, The Headless Woman, The Last Wave, Wings of Desire, The Mirror"
1252_top-rated_occupation_only_temporal_diverse,"The Best Years of Our Lives, 12 Angry Men, To Kill a Mockingbird, Cinema Paradiso, The Third Man, The Umbrellas of Cherbourg, Harold and Maude, The Heart Is a Lonely Hunter, The Grapes of Wrath, The Killing Fields"
1252_top-rated_occupation_only_obscure_theme,"The Last Wave, The Sweet Hereafter, The Fall, In the Mood for Love, The Celebration, A Ghost Story, The Housemaid, The Proposition, The Reflecting Skin, The Assassination of Jesse James by the Coward Robert Ford"
1252_top-rated_all_attributes_baseline,"The Last Picture Show, The Straight Story, Mystic River, The Ice Storm, The Remains of the Day, The Hours, Harold and Maude, Cinema Paradiso, The Great Beauty, A Serious Man"
1252_top-rated_all_attributes_niche_genre,"The Sweet Hereafter, In the Mood for Love, The Double Life of Veronique, The Last Wave, The Celebration, The Son, The Man Who Left His Will on Film, The Spirit of the Beehive, The Color of Pomegranates, Hiroshima Mon Amour"
1252_top-rated_all_attributes_exclude_popular,"The Heart of the World, The Last Detail, Hiroshima Mon Amour, The Passenger, The Killing of a Sacred Deer, The Great Beauty, In the Mood for Love, The Sweet Hereafter, The Browning Version, The Man Who Had His Hair Cut Short"
1252_top-rated_all_attributes_indie_international,"The Spirit of the Beehive, In the Mood for Love, Wings of Desire, The Double Life of Veronique, A Separation, Pierrot le Fou, The Celebration, Tokyo Story, The Last Wave, The Saragossa Manuscript"
1252_top-rated_all_attributes_temporal_diverse,"12 Angry Men, The Last Picture Show, To Kill a Mockingbird, The Third Man, Ikiru, The Grapes of Wrath, The Apartment, A Place in the Sun, On the Waterfront, Requiem for a Dream"
1252_top-rated_all_attributes_obscure_theme,"The Sweet Hereafter, In the Mood for Love, The Last Picture Show, The Assassin, The Reflecting Skin, Healing, The Heart of the World, The Proposition, The Assassination of Jesse James by the Coward Robert Ford, The King of Marvin Gardens"
1253_top-rated_neutral_baseline,"The Umbrellas of Cherbourg, A Man and a Woman, The Double Life of Veronique, Cinema Paradiso, The Spirit of the Beehive, Fitzcarraldo, Wings of Desire, The Sacrifice, The Seventh Seal, Paris, Texas"
1253_top-rated_neutral_niche_genre,"The Spirit of the Beehive, The Taste of Cherry, Come and See, A Man Escaped, Wings of Desire, The Sacrifice, Beau Travail, The Mirror, The Quince Tree Sun, Werner Herzog's Encounters"
1253_top-rated_neutral_exclude_popular,"The Sacrifice, A Man and a Woman, The Spirit of the Beehive, Jeanne Dielman, 23 quai du Commerce, 1080 Bruxelles, The House Is Black, The Enigma of Kaspar Hauser, The Ascent, The Mirror, Kes, The Housemaid"
1253_top-rated_neutral_indie_international,"The Spirit of the Beehive, A Man Escaped, The Spirit of the Beehive, The Last Picture Show, Wings of Desire, Paris, Texas, The Double Life of Veronique, Come and See, The Color of Pomegranates, The House Is Black"
1253_top-rated_neutral_temporal_diverse,"The Umbrellas of Cherbourg, The Bicycle Thief, Tokyo Story, Cries and Whispers, Henry V, The Sacrifice, Fitzcarraldo, The Spirit of the Beehive, Au Hasard Boussole, La Strada"
1253_top-rated_neutral_obscure_theme,"The Sacrifice, The Return, The Reflecting Skin, A Summer's Tale, The White Ribbon, The Spirit of the Beehive, The Killers, The Enigma of Kaspar Hauser, The Great Silence, The Tree of Life"
1253_top-rated_gender_age_only_baseline,"The Piano, A Room with a View, Cinema Paradiso, The Secret Garden, Little Women, Girl, Interrupted, Pride & Prejudice, The Virgin Suicides, An Education, The Way We Were"
1253_top-rated_gender_age_only_niche_genre,"The Spirit of the Beehive, Jeanne Dielman, 23 Quai du Commerce, 1080 Bruxelles, The Double Life of Veronique, Ordet, The Holy Mountain, Daughters of the Dust, Je T'aime, Je T'aime, Wings of Desire, The Color of Pomegranates, Jeanne"
1253_top-rated_gender_age_only_exclude_popular,"Jeanne Dielman, 23 quai du Commerce, 1080 Bruxelles, The Spirit of the Beehive, The House Is Black, Distant Voices, Still Lives, Portrait of a Lady on Fire, Je T'aime, Je T'aime, The Go-Between, A Summer's Tale, The Ascent, The Enigma of Kaspar Hauser"
1253_top-rated_gender_age_only_indie_international,"Jeanne Dielman, 23 quai du Commerce, 1080 Bruxelles, A Girl Walks Home Alone at Night, The Spirit of the Beehive, Cleo from 5 to 7, In the Mood for Love, Wendy and Lucy, The Double Life of Véronique, Toni Erdmann, The Headless Woman, The Lunchbox"
1253_top-rated_gender_age_only_temporal_diverse,"The Umbrellas of Cherbourg, Portrait of a Lady, Brief Encounter, A Room with a View, An Education, The 400 Blows, The Sound of Music, Little Women, Pride and Prejudice, The Virgin Suicides"
1253_top-rated_gender_age_only_obscure_theme,"Jeanne Dielman, 23 quai du Commerce, 1080 Bruxelles, The Spirit of the Beehive, The Sacrifice, Wings of Desire, The House is Black, Sweet Bean, A Girl Walks Home Alone at Night, In the Realm of the Senses, The Great Happiness Space, The Red Turtle"
1253_top-rated_occupation_only_baseline,"The Umbrellas of Cherbourg, The Sacrifice, Paris, Texas, Days of Heaven, The Spirit of the Beehive, Wings of Desire, A Man and a Woman, The 400 Blows, The Double Life of Veronique, Cinema Paradiso"
1253_top-rated_occupation_only_niche_genre,"The Spirit of the Beehive, The Saragossa Manuscript, Jeanne Dielman, 23 quai du Commerce, 1080 Bruxelles, The House Is Black, Come and See, Wings of Desire, The Color of Pomegranates, A Man Escaped, The Mirror, The Enigma of Kaspar Hauser"
1253_top-rated_occupation_only_exclude_popular,"The Spirit of the Beehive, Jeanne Dielman, 23 quai du Commerce, 1080 Bruxelles, The House Is Black, The Mirror, Late Spring, The Decalogue, A Man Escaped, The Ascent, The Sacrifice, The Crying Game"
1253_top-rated_occupation_only_indie_international,"A Man Escaped, The Spirit of the Beehive, Wings of Desire, The Spirit of the Beehive, The Return, The Celebration, Cairo Station, The Saragossa Manuscript, Toni Erdmann, L'Avventura"
1253_top-rated_occupation_only_temporal_diverse,"The Umbrellas of Cherbourg, The 400 Blows, Tokyo Story, Nostalgia, The Tree of Life, Days of Heaven, Pierrot le Fou, The Spirit of the Beehive, Stalker, The Sacrifice"
1253_top-rated_occupation_only_obscure_theme,"The Sacrifice, The Spirit of the Beehive, Ullapool, The Mirror, A Man and a Woman, Dark Eyes, The Ascent, The House Is Black, The Unbearable Lightness of Being, A Summer at Grandpa's"
1253_top-rated_all_attributes_baseline,"The Spirit of the Beehive, Paris, Texas, Fitzcarraldo, The Double Life of Veronique, The Browning Version, The Sacrifice, Jeanne Dielman, 23 quai du Commerce, 1080 Bruxelles, The Mirror, A Man and a Woman, The Leopard"
1253_top-rated_all_attributes_niche_genre,"Jeanne Dielman, 23 Quai du Commerce, 1080 Bruxelles, The Spirit of the Beehive, The Reflecting Skin, Wings of Desire, The Act of Killing, The House is Black, The Mirror, A Girl Walks Home Alone at Night, The Gleaners and I, In the Realm of the Senses"
1253_top-rated_all_attributes_exclude_popular,"Jeanne Dielman, 23 quai du Commerce, 1080 Bruxelles, The Spirit of the Beehive, The Ascent, The Sacrifice, The Enigma of Kaspar Hauser, A Man Escaped, The Mirror, Diary of a Chambermaid, A Ghost Story, The House Is Black"
1253_top-rated_all_attributes_indie_international,"Jeanne Dielman, 23 quai du Commerce, 1080 Bruxelles, The Spirit of the Beehive, Celine and Julie Go Boating, Diary of a Chambermaid, The Double Life of Véronique, A Girl Walks Home Alone at Night, In the Mood for Love, Toni Erdmann, The Headless Woman, The Truffle Hunters"
1253_top-rated_all_attributes_temporal_diverse,"Portrait of a Lady on Fire, The Piano, Frances Ha, A Man Called Ove, The Great Beauty, Blue Velvet, In the Mood for Love, The Virgin Suicides, The Sound of Music, Paris, Texas"
1253_top-rated_all_attributes_obscure_theme,"Jeanne Dielman, 23 quai du Commerce, 1080 Bruxelles, The Spirit of the Beehive, Diary of a Chambermaid, A Woman Under the Influence, The Great Happiness Space, Ursula, The House is Black, The Ascent, The Enigma of Kaspar Hauser, The Mirror"
1254_top-rated_neutral_baseline,"Gone with the Wind, Pride and Prejudice, Amélie, Roman Holiday, Casablanca (1942), The Philadelphia Story, My Fair Lady, The Sound of Music, Little Women, An Affair to Remember"
1254_top-rated_neutral_niche_genre,"In the Mood for Love, Brief Encounter, The Umbrellas of Cherbourg, The Spirit of the Beehive, The assassins, A Man Escaped, The Heart is a Lonely Hunter, Fitzcarraldo, The Last Wave, Jeanne Dielman, 23 Commerce Quay, 1080 Brussels"
1254_top-rated_neutral_exclude_popular,"Brief Encounter, The Umbrellas of Cherbourg, A Room with a View, The Heiress, The Passion of Joan of Arc, The Last Picture Show, The Royal Tenenbaums, The 400 Blows, In the Mood for Love, Fingers"
1254_top-rated_neutral_indie_international,"In the Mood for Love, Amélie, The Hunt, A Separation, Cinema Paradiso, The Lives of Others, Pan's Labyrinth, Run Lola Run, The Wind Rises, Toni Erdmann"
1254_top-rated_neutral_temporal_diverse,"Gone with the Wind, Roman Holiday, Singin' in the Rain, An Affair to Remember, 12 Angry Men, The Philadelphia Story, To Kill a Mockingbird, The Apartment, Brief Encounter, West Side Story"
1254_top-rated_neutral_obscure_theme,"The Long Night, The Painted Veil, A Room with a View, The Umbrellas of Cherbourg, The Heart Is a Lonely Hunter, The Go-Between, The Third Man, The Night of the Hunter, The Quiet Man, The Last Picture Show"
1254_top-rated_gender_age_only_baseline,"Pride and Prejudice, Sense and Sensibility, Jane Eyre, Little Women, Amélie, Notting Hill, La La Land, The Age of Innocence, Emma, Beauty and the Beast"
1254_top-rated_gender_age_only_niche_genre,"Portrait of a Lady on Fire, Atonement, The Painted Veil, Bright Star, Brief Encounter, In the Mood for Love, The Umbrellas of Cherbourg, Far from Heaven, Carol, The Dreamers"
1254_top-rated_gender_age_only_exclude_popular,"An Education, Bright Star, A Room with a View, The Painted Veil, Fool for Love, The Umbrellas of Cherbourg, The Last Station, The Heart is a Lonely Hunter, Les Amants, The Age of Innocence"
1254_top-rated_gender_age_only_indie_international,"Amélie, In the Mood for Love, Portrait of a Lady on Fire, The Double Life of Véronique, Before Sunrise, A Fantastic Woman, The Lunchbox, Blue Is the Warmest Color, Persepolis, The Secret of Kells"
1254_top-rated_gender_age_only_temporal_diverse,"Pride and Prejudice, Roman Holiday, Amélie, Breakfast at Tiffany's, Sense and Sensibility, Gone with the Wind, The Philadelphia Story, Little Women, An Affair to Remember, The Sound of Music"
1254_top-rated_gender_age_only_obscure_theme,"Brief Encounter, The Umbrellas of Cherbourg, The Painted Veil, A Room with a View, The Heartbreaker, The Age of Innocence, The Go-Between, The Lady Vanishes, The Quiet Man, The Shop Around the Corner"
1254_top-rated_occupation_only_baseline,"To Kill a Mockingbird, Pride and Prejudice, Dead Poets Society, The King's Speech, Amadeus, The English Patient, A Room with a View, The Great Gatsby, Sense and Sensibility, The Sound of Music"
1254_top-rated_occupation_only_niche_genre,"The Umbrellas of Cherbourg, Fitzcarraldo, The Spirit of the Beehive, Jeanne Dielman, 23 quai du Commerce, 1080 Bruxelles, The Color of Pomegranates, Wings of Desire, The House Is Black, The Ascent, A Man Vanishes, The Killing of a Sacred Deer"
1254_top-rated_occupation_only_exclude_popular,"The Umbrellas of Cherbourg, Brief Encounter, In the Mood for Love, The 400 Blows, A Man and a Woman, The Spirit of the Beehive, The Lavender Hill Mob, Hiroshima Mon Amour, The Last Meeting, The Browning Version"
1254_top-rated_occupation_only_indie_international,"In the Mood for Love, The Spirit of the Beehive, A Separation, Pierrot le Fou, The Umbrellas of Cherbourg, Memento, The 400 Blows, Cinema Paradiso, The Double Life of Veronique, A Man Escaped"
1254_top-rated_occupation_only_temporal_diverse,"To Kill a Mockingbird, Dr. Zhivago, The Philadelphia Story, A Streetcar Named Desire, The Umbrellas of Cherbourg, The Apartment, Pride and Prejudice, Lost in Translation, The Way We Were, An Education"
1254_top-rated_occupation_only_obscure_theme,"The Umbrellas of Cherbourg, The Heart of the Beholder, Little Murders, The Killing of a Sacred Deer, The Last Picture Show, The Spirit of the Beehive, The Conformist, The Last Days of Disco, A Man and a Woman, The Great Beauty"
1254_top-rated_all_attributes_baseline,"Pride and Prejudice, Sense and Sensibility, Little Women, The Philadelphia Story, Amélie, Notting Hill, Jane Eyre, Emma, The Umbrellas of Cherbourg, Lost in Translation"
1254_top-rated_all_attributes_niche_genre,"The Spirit of the Beehive, The Color of Paradise, A Man Escaped, The Last Wave, The House Is Black, The Wind Rises, Come and See, The Great Happiness Space, Toni Erdmann, The Secret in Their Eyes"
1254_top-rated_all_attributes_exclude_popular,"The Umbrellas of Cherbourg, A Double Life, The Heiress, The Lock Step, Bright Star, The Spirit of the Beehive, The Last Mistress, The House of Mirth, The Enchanted Cottage, The Well-Digger's Daughter"
1254_top-rated_all_attributes_indie_international,"In the Mood for Love, Upstream Color, The Spirit of the Beehive, A Fantastic Woman, The Double Life of Veronique, Portrait of a Lady on Fire, The Taste of Cherry, Run Lola Run, Toni Erdmann, The Great Beauty"
1254_top-rated_all_attributes_temporal_diverse,"To Kill a Mockingbird, Pride and Prejudice, Amélie, The Philadelphia Story, A Double Life, The Umbrellas of Cherbourg, Roman Holiday, The Heiress, Her Kind of Woman, The Constant Nymph"
1254_top-rated_all_attributes_obscure_theme,"The Umbrellas of Cherbourg, A Room with a View, Brief Encounter, The Go-Between, The Last Metro, The Spirit of the Beehive, The Housemaid, Festen, The Heartbreak Kid, The Discreet Charm of the Bourgeoisie"
1255_top-rated_neutral_baseline,"The Royal Tenenbaums, Eternal Sunshine of the Spotless Mind, Lost in Translation, Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb, The Grand Budapest Hotel, Moonrise Kingdom, Little Miss Sunshine, Nebraska, Fargo, The Squid and the Whale"
1255_top-rated_neutral_niche_genre,"Eraserhead, The Holy Mountain, The Fall, Blue Velvet, Synecdoche, New York, The Cook, the Thief, His Wife & Her Lover, Holy Motors, Toni Erdmann, The Arbor, Gummo"
1255_top-rated_neutral_exclude_popular,"In the Mood for Love, The Last Days of Disco, The Killing of a Sacred Deer, The Holy Mountain, Happiness, The Cook, the Thief, His Wife & Her Lover, Gummo, The Housemaid, Buffalo '66, The Spirit of the Beehive"
1255_top-rated_neutral_indie_international,"The Death of Stalin, In the Mood for Love, The Lobster, Amélie, City of God, The Fall, Toni Erdmann, Holy Motors, A Ghost Story, Wild Tales"
1255_top-rated_neutral_temporal_diverse,"Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb, Fargo, The Grand Budapest Hotel, Pulp Fiction, Monty Python and the Holy Grail, The Royal Tenenbaums, Requiem for a Dream, The Big Lebowski, Waiting for Godot (film adaptation), A Serious Man"
1255_top-rated_neutral_obscure_theme,"The Last Days of Disco, The Killing of a Sacred Deer, In the Mood for Love, The Double Life of Véronique, The Housemaid, The Celebration, A Ghost Story, The Fall, The Voices, A Serious Man"
1255_top-rated_gender_age_only_baseline,"The Grand Budapest Hotel, Eternal Sunshine of the Spotless Mind, The Royal Tenenbaums, Adaptation, Moonrise Kingdom, Lost in Translation, Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb, Being There, In the Loop, Swiss Army Man"
1255_top-rated_gender_age_only_niche_genre,"Eternal Sunshine of the Spotless Mind, The Holy Mountain, Brazil, The Cook, the Thief, His Wife & Her Lover, Fear and Loathing in Las Vegas, Pink Flamingos, The Last Wave, Dogtooth, Holy Motors, The Lighthouse"
1255_top-rated_gender_age_only_exclude_popular,"The Grand Budapest Hotel, In the Mood for Love, The Lobster, Happiness, Eternal Sunshine of the Spotless Mind, The Discreet Charm of the Bourgeoisie, A Ghost Story, The Holy Mountain, The Spirit of the Beehive, Peeping Tom"
1255_top-rated_gender_age_only_indie_international,"The Lobster, In the Mood for Love, The Holy Mountain, Pontypool, City of God, Toni Erdmann, A Ghost Story, The Mirror, The Fits, Eternal Sunshine of the Spotless Mind"
1255_top-rated_gender_age_only_temporal_diverse,"Duck Soup, The Grand Budapest Hotel, Requiem for a Dream, Pulp Fiction, The Big Lebowski, Fargo, Monty Python and the Holy Grail, The Royal Tenenbaums, Eternal Sunshine of the Spotless Mind, Memento"
1255_top-rated_gender_age_only_obscure_theme,"The Death of Stalin, In the Loop, The Last Days of Disco, The Fall, The Adventures of Buckaroo B. Benson, The Holy Mountain, The Last Movie, The Man Who Fell to Earth, The Reflecting Skin, A Ghost Story"
1255_top-rated_occupation_only_baseline,"The Grand Budapest Hotel, Eternal Sunshine of the Spotless Mind, The Royal Tenenbaums, Nebraska, Adaptation., Happiness, In the Loop, Burn After Reading, Wes Anderson's Fantastic Mr. Fox, The Death of Stalin"
1255_top-rated_occupation_only_niche_genre,"Eraserhead, Brazil, The Holy Mountain, Toni Erdmann, The Death of Stalin, The Lobster, In the Mood for Love, The Fall, Synecdoche, New York, The House That Jack Built"
1255_top-rated_occupation_only_exclude_popular,"The Death of Mr. Lazarescu, In the Loop, The Party, The Last Days of Disco, The Treasure, The Spirit of the Beehive, The Quay Brothers' Films, The Great Hack, Toni Erdmann, The Duke of Burgundy"
1255_top-rated_occupation_only_indie_international,"The Spirit of the Beehive, Toni Erdmann, The Double Life of Véronique, Wild Tales, In the Mood for Love, A Ghost Story, The Lobster, Holy Motors, The Fits, The Way Way Back"
1255_top-rated_occupation_only_temporal_diverse,"Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb, Brazil, Monty Python and the Holy Grail, Fargo, The Grand Budapest Hotel, Eternal Sunshine of the Spotless Mind, The Apartment, Office Space, The Cook, the Thief, His Wife & Her Lover, The Truman Show"
1255_top-rated_occupation_only_obscure_theme,"The Death of Mr. Lazarescu, The Last Days of Disco, In the Loop, The Saint of Fort Washington, The Strange Colour of Your Body's Tears, The Way Way Back, The Fall, The Man Who Fell to Earth, Toni Erdmann, The One I Love"
1255_top-rated_all_attributes_baseline,"Eternal Sunshine of the Spotless Mind, The Grand Budapest Hotel, Office Space, The Royal Tenenbaums, Brazil, Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb, Requiem for a Dream, Fargo, Being There, The Big Lebowski"
1255_top-rated_all_attributes_niche_genre,"Eternal Sunshine of the Spotless Mind, Pi, Adaptation, The Holy Mountain, Brazil, The Fountainhead, Synecdoche, New York, The Cook, the Thief, His Wife & Her Lover, The Man Who Fell to Earth, Gerry"
1255_top-rated_all_attributes_exclude_popular,"The Death of Stalin, In the Loop, The Lobster, The Party, The Diary of a Teenage Girl, Four Lions, A Ghost Story, Happiness, The Last Days of Disco, The Square"
1255_top-rated_all_attributes_indie_international,"Pi, The Holy Mountain, City of God, In the Mood for Love, Toni Erdmann, The Lobster, Shoplifters, The Man Who Fell to Earth, Eraserhead, A Ghost Story"
1255_top-rated_all_attributes_temporal_diverse,"Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb, Brazil, The Grand Budapest Hotel, Eternal Sunshine of the Spotless Mind, Office Space, Monty Python and the Holy Grail, Requiem for a Dream, The Cook, the Thief, His Wife & Her Lover, Fargo, The Man Who Fell to Earth"
1255_top-rated_all_attributes_obscure_theme,"The Foot Fist Way, In the Company of Men, The Last Days of Disco, The Man Who Fell to Earth, The Celebration, The Reflecting Skin, The House of Mirth, The Spirit of the Beehive, Toni Erdmann, The Great Happiness Space"
1256_top-rated_neutral_baseline,"Goodfellas, Se7en, Pulp Fiction, Heat, The Departed, No Country for Old Men, American History X, The Shawshank Redemption, Requiem for a Dream, Oldboy"
