custom_id,movies
2001_recent_occupation_only_exclude_popular,"The Others, The Last Wave, The Reflecting Skin, The Killing of a Sacred Deer, The Spirit of the Beehive, The Celebration, The Man Who Fell to Earth, The Vanishing, The Double Life of Veronique, The Secret in Their Eyes"
2001_recent_occupation_only_indie_international,"The Spirit of the Beehive, Wings of Desire, The Celebration, Run Lola Run, The Headless Woman, In the Mood for Love, A Fantastic Woman, The Lives of Others, Toni Erdmann, The Class"
2001_recent_occupation_only_temporal_diverse,"Vertigo, 12 Angry Men, The Great Escape, Chinatown, Some Like It Hot, All the President's Men, The Third Man, To Kill a Mockingbird, The Man Who Fell to Earth, Network"
2001_recent_occupation_only_obscure_theme,"The Machinist, The Fall, The Invitation, Coherence, The Invitation, The Last Wave, The Reflecting Skin, The Endless, The Void, Cube"
2001_recent_all_attributes_baseline,"Se7en, Clue, The Prestige, Memento, The Great Escape, The Usual Suspects, Dead Poets Society, The Breakfast Club, The Shawshank Redemption, The Truman Show"
2001_recent_all_attributes_niche_genre,"The Fall, The City of Lost Children, Memento, Oldboy, Stalker, The Fountain, Paprika, The Man Who Fell to Earth, Coherence, The Seventh Seal"
2001_recent_all_attributes_exclude_popular,"The Others, The Last Seduction, The House of the Devil, Coherence, The Invitation, The Killing of a Sacred Deer, The Reflecting Skin, The Vanishing, The Machinist, The Blackcoat's Daughter"
2001_recent_all_attributes_indie_international,"A Ghost Story, The Hunt, In the Mood for Love, The Celebration, The Double Life of Veronique, Run Lola Run, The Act of Killing, Toni Erdmann, The Wind Rises, The Secret in Their Eyes"
2001_recent_all_attributes_temporal_diverse,"Psycho, Chinatown, The Third Man, All the President's Men, 12 Angry Men, The Night of the Hunter, Memento, The Sting, Network, The Manchurian Candidate"
2001_recent_all_attributes_obscure_theme,"The Invitation, The Machinist, Coherence, The Fall, The Celebration, The Last Wave, The Proposition, The Double Life of Veronique, The Reflecting Skin, The Sweet Hereafter"
2002_recent_neutral_baseline,"Some Like It Hot, The Sound of Music, Singin' in the Rain, To Wong Foo, Thanks for Everything! Julie Newmar, Blazing Saddles, The Producers, Murder by Death, Arsenic and Old Lace, My Favorite Year, The Birdcage"
2002_recent_neutral_niche_genre,"Hairspray, The Umbrellas of Cherbourg, The Rocky Horror Picture Show, Pink Flamingos, Little Miss Sunshine, The Adventures of Priscilla, Queen of the Desert, Mamma Mia!, The Producers, The Song of Bernadette, The Last Five Years"
2002_recent_neutral_exclude_popular,"A Little Night Music, The Band Wagon, Irma la Douce, The Heartbreak Kid, The Music Man, My Sister Eileen, Lili, The Pleasure of His Company, The Moon Is Blue, Make Mine Mink"
2002_recent_neutral_indie_international,"The Umbrellas of Cherbourg, Amélie, In the Mood for Love, The Grand Budapest Hotel, Chungking Express, Frances Ha, The Triplets of Belleville, A Taste of Cherry, The Last Days of Disco, Before Sunrise"
2002_recent_neutral_temporal_diverse,"Some Like It Hot, To Catch a Thief, Sabrina, The Pink Panther, The Apartment, Blazing Saddles, My Fair Lady, The Producers, Arthur, Hairspray"
2002_recent_neutral_obscure_theme,"The Odd Couple, A Little Night Music, The Front Page, Husbands and Wives, The Mirror Crack'd, The Bellboy, The Little Shop of Horrors, The Girl Can't Help It, The Music Man, How to Steal a Million"
2002_recent_gender_age_only_baseline,"My Fair Lady, Some Like It Hot, The Sound of Music, Sabrina, Funny Girl, Bringing Up Baby, The Philadelphia Story, To Catch a Thief, The Apartment, Breakfast at Tiffany's"
2002_recent_gender_age_only_niche_genre,"Hairspray, The Band Wagon, To Wong Foo, Thanks for Everything! Julie Newmar, The Adventures of Priscilla, Queen of the Desert, Mame, Kinky Boots, Some Like It Hot, Pink Flamingos, The Rocky Horror Picture Show, Little Shop of Horrors"
2002_recent_gender_age_only_exclude_popular,"The Umbrellas of Cherbourg, The Killing of a Chinese Bookie, A Little Night Music, The Last Days of Disco, The Heartbreak Kid, Chinatown, The Last of Sheila, The House of Mirth, The Last Picture Show, A Month by the Lake"
2002_recent_gender_age_only_indie_international,"Frances Ha, The Farewell, Amélie, Toni Erdmann, The Lunchbox, In the Mood for Love, The Double Life of Véronique, A Fantastic Woman, Pixote, Wild Tales"
2002_recent_gender_age_only_temporal_diverse,"Some Like It Hot, The Philadelphia Story, Singin' in the Rain, To Catch a Thief, My Fair Lady, The Apartment, Funny Girl, The Birdcage, When Harry Met Sally, The Producers"
2002_recent_gender_age_only_obscure_theme,"A Little Night Music, The Farewell Party, The Band Wagon, Maggie Smith in A Room with a View, The Red Shoes, The Woman in the Window, The Last Days of Disco, The Love Parade, The Music Lovers, The Lady Vanishes"
2002_recent_occupation_only_baseline,"Some Like It Hot, The King and I, My Fair Lady, Blazing Saddles, The Sound of Music, The Apartment, To Wong Foo, Thanks for Everything! Julie Newmar, Funny Girl, The Philadelphia Story, Sabrina"
2002_recent_occupation_only_niche_genre,"The Band Wagon, Hairspray, The Apartment, A Funny Thing Happened on the Way to the Forum, My Favorite Year, The Last Days of Disco, The King of Comedy, Big Trouble in Little China, The Cheap Detective, The Glass Bottom Boat"
2002_recent_occupation_only_exclude_popular,"The Band Wagon, A Little Night Music, The King and I, The Philadelphia Story, Holiday, My Fair Lady, The Awful Truth, The Palm Beach Story, The Shop Around the Corner, Sullivan's Travels"
2002_recent_occupation_only_indie_international,"Amélie, The Triplets of Belleville, In the Mood for Love, Cinema Paradiso, The Lunchbox, Toni Erdmann, The Intouchables, Paterson, The Great Beauty, A Man and a Woman"
2002_recent_occupation_only_temporal_diverse,"Some Like It Hot, Singin' in the Rain, The Philadelphia Story, To Catch a Thief, My Fair Lady, The Apartment, It Happened One Night, The Band Wagon, Blazing Saddles, The King and I"
2002_recent_occupation_only_obscure_theme,"A Little Night Music, The Bandwagon, Ninotchka, The Americanization of Emily, The Emperor's New Groove, The Majestic, The Secret Life of Walter Mitty, The Wrong Box, The Trouble with Harry, The Court Jester"
2002_recent_all_attributes_baseline,"Some Like It Hot, The Sound of Music, My Fair Lady, Funny Girl, To Catch a Thief, The Philadelphia Story, Blithe Spirit, The Apartment, Singin' in the Rain, Moonstruck"
2002_recent_all_attributes_niche_genre,"The Last Days of Disco, A Little Night Music, The Band Wagon, Funny Bones, The Cotton Club, Mona Lisa, All That Jazz, Hairspray, The Grand Budapest Hotel, The Producers"
2002_recent_all_attributes_exclude_popular,"The Umbrellas of Cherbourg, A Little Night Music, The Dresser, The Philadelphia Story, Murder by Death, Chamber Theatre, The Last of Sheila, The Fantasticks, The Band Wagon, The Music Man"
2002_recent_all_attributes_indie_international,"Amélie, The Lunchbox, Tampopo, Chocolat, The Secret of Kells, Cinema Paradiso, The Farewell, A Fantastic Woman, In the Mood for Love, The Triplets of Belleville"
2002_recent_all_attributes_temporal_diverse,"Some Like It Hot, The Philadelphia Story, Singin' in the Rain, Murder by Death, The Sound of Music, To Catch a Thief, Charade, The Apartment, Hairspray, Funny Girl"
2002_recent_all_attributes_obscure_theme,"A Little Night Music, The Ballad of Cat Ballou, The Grass Harp, The Trouble with Angels, The Ladies Man, The Music Man, The Boy Friend, The Americanization of Emily, The Unsinkable Molly Brown, The Girl Can't Help It"
2003_recent_neutral_baseline,"Beauty and the Beast, Aladdin, The Little Mermaid, Peter Pan, The Jungle Book, Bambi, Cinderella, Sleeping Beauty, Pocahontas, Tarzan"
2003_recent_neutral_niche_genre,"The Secret of NIMH, The Iron Giant, The Adventures of Milo and Otis, The Point, The Phantom Tollbooth, Balto, The Last Unicorn, The Rescuers Down Under, The Little Prince, Song of the Sea"
2003_recent_neutral_exclude_popular,"The Secret of NIMH, The Rescuers, The Iron Giant, The Little Mermaid, The Phantom Tollbooth, The Black Cauldron, The Secret of the Kells, The Many Adventures of Winnie the Pooh, The Great Mouse Detective, The Adventures of Milo and Otis"
2003_recent_neutral_indie_international,"The Secret of Kells, Song of the Sea, The Triplets of Belleville, My Neighbor Totoro, Waltz with Bashir, Persepolis, The Red Turtle, Kirikou and the Sorceress, The Boy and the World, The Painting"
2003_recent_neutral_temporal_diverse,"Swiss Family Robinson, The Secret of NIMH, The Rescuers, Walt Disney's Peter Pan, The Jungle Book, Bambi, An American Tail, The Little Mermaid, Beauty and the Beast, The Iron Giant"
2003_recent_neutral_obscure_theme,"The Secret of NIMH, The Plague Dogs, The Rescuers, The Black Cauldron, The Iron Giant, The Secret of Moonacre, The Great Mouse Detective, The Phantom Tollbooth, The Last Unicorn, The Little Norse Prince"
2003_recent_gender_age_only_baseline,"The Lion King, Aladdin, Toy Story, Finding Nemo, Kung Fu Panda, Moana, The Iron Giant, Big Hero 6, Zootopia, Up"
2003_recent_gender_age_only_niche_genre,"The Secret of NIMH, The Iron Giant, The Last Unicorn, Watership Down, The Plague Dogs, The Flight of the Dragons, The Adventures of the American Rabbit, The Pagemaster, The Song of the Sea, Song of the Sea"
2003_recent_gender_age_only_exclude_popular,"The Secret of NIMH, The Iron Giant, The Plague Dogs, Watership Down, My Neighbor Totoro, The Rescuers, The Adventures of Milo and Otis, The Little Mermaid (1989), The Great Mouse Detective, The Phantom Tollbooth"
2003_recent_gender_age_only_indie_international,"Song of the Sea, The Secret of Kells, My Neighbor Totoro, Kiki's Delivery Service, The Iron Giant, Spirited Away, A Monster in Paris, The Little Prince, The Boy and the World, The Triplets of Belleville"
2003_recent_gender_age_only_temporal_diverse,"The Iron Giant, Willy Wonka & the Chocolate Factory, The Goonies, Back to the Future, E.T. the Extra-Terrestrial, The NeverEnding Story, Hook, The Secret of NIMH, Labyrinth, The Rescuers"
2003_recent_gender_age_only_obscure_theme,"The Iron Giant, The Secret of NIMH, The Rescuers, The Pagemaster, The Great Mouse Detective, The Adventures of the American Rabbit, The Last Unicorn, The Brave Little Toaster, An American Tail, The Fox and the Hound"
2003_recent_occupation_only_baseline,"Beauty and the Beast, Aladdin, The Little Mermaid, Tangled, Moana, Frozen, The Prince of Egypt, Kung Fu Panda, Finding Nemo, Paddington"
2003_recent_occupation_only_niche_genre,"The Secret of NIMH, The Iron Giant, Song of the Sea, The Last Unicorn, Kiki's Delivery Service, The Plague Dogs, The Fantastic Mr. Fox, My Neighbor Totoro, The Tale of the Princess Kaguya, Watership Down"
2003_recent_occupation_only_exclude_popular,"The Secret of NIMH, The Great Mouse Detective, The Rescuers, An American Tail, The Little Mermaid, Balto, The Iron Giant, The Adventures of Milo and Otis, The Mouse and the Motorcycle, The Pagemaster"
2003_recent_occupation_only_indie_international,"The Secret of Kells, Song of the Sea, Kiki's Delivery Service, The Iron Giant, My Neighbor Totoro, The Little Prince, Winnie the Pooh and the Blustery Day, The Triplets of Belleville, Ernest & Celestine, The Gruffalo"
2003_recent_occupation_only_temporal_diverse,"Bambi, Winnie the Pooh and the Honey Tree, The Secret of NIMH, An American Tail, The Little Mermaid, Beauty and the Beast, Aladdin, Mulan, Finding Nemo, Moana"
2003_recent_occupation_only_obscure_theme,"The Secret of NIMH, The Echo Bridge Collection: The Adventures of Scamper the Penguin, The Iron Giant, The Rescuers, The Little Mermaid, The Pagemaster, The Adventures of Milo and Otis, The Snow Queen, The Brave Little Toaster, The Pebble and the Penguin"
2003_recent_all_attributes_baseline,"The Lion King, Aladdin, Beauty and the Beast, Tarzan, The Little Mermaid, Mulan, Frozen, Moana, The Secret of NIMH, Kung Fu Panda"
2003_recent_all_attributes_niche_genre,"The Secret of NIMH, The Iron Giant, Song of the Sea, Princess Mononoke, Kiki's Delivery Service, The Plague Dogs, The Last Unicorn, Watership Down, My Neighbor Totoro, The City of Lost Children"
2003_recent_all_attributes_exclude_popular,"The Secret of NIMH, The Rescuers, The Adventures of Milo and Otis, The Pagemaster, The Iron Giant, The Secret of the Kells, The Phantom Tollbooth, The Last Unicorn, The Little Prince, The Flight of the Navigator"
2003_recent_all_attributes_indie_international,"Song of the Sea, The Secret of Kells, My Neighbor Totoro, Kiki's Delivery Service, Wolf Children, The Triplets of Belleville, The Little Prince, Ernest & Celestine, The Boy and the World, A Cat's Life"
2003_recent_all_attributes_temporal_diverse,"Swiss Family Robinson, The Rescuers, Willy Wonka & the Chocolate Factory, The Iron Giant, The Secret of NIMH, Peter Pan, An American Tail, The Jungle Book, The Prince of Egypt, Babe"
2003_recent_all_attributes_obscure_theme,"The Secret of NIMH, The Iron Giant, The Pagemaster, The Rescuers, The Adventures of Milo and Otis, The Last Unicorn, The Mouse and the Motorcycle, The Great Mouse Detective, An American Tail, The Borrowers"
2004_recent_neutral_baseline,"The Thing, Event Horizon, Mad Max, Galaxy of Terror, Escape from New York, The Fly, They Live, Blade Runner, Forbidden Planet, The Last Starfighter"
2004_recent_neutral_niche_genre,"The Stuff, Night of the Creeps, Dark City, The Void, The Stuff, Serenity, The Beyond, Event Horizon, Mimic, The Hidden"
2004_recent_neutral_exclude_popular,"Galaxy of Terror, The Envoy, Dune (1984), The Brother from Another Planet, Dark Star, Night of the Creeps, The Hidden, Queen of Black Magic, Darkman, Galaxy Quest"
2004_recent_neutral_indie_international,"The Spirit of the Beehive, The One I Love, Toni Erdmann, The Turin Horse, The Invitation, Coherence, Beyond the Black Rainbow, The Reflecting Skin, Dark Days, Timecrimes"
2004_recent_neutral_temporal_diverse,"The Thing, Forbidden Planet, Planet of the Apes, King Kong, The Blob, Escape from New York, Battle Beyond the Stars, The Lost World, The Deadly Mantis, They Live"
2004_recent_neutral_obscure_theme,"Galaxy of Terror, The Stuff, Hardware, Dark Star, The Brother from Another Planet, Ice Pirates, Q - The Winged Serpent, Night of the Creeps, The Return of the Living Dead Part II, Escape from the Bronx"
2004_recent_gender_age_only_baseline,"The Thing, Event Horizon, The Fly, Aliens, Predator, The Terminator, Rogue One: A Star Wars Story, District 9, Blade Runner, Serenity"
2004_recent_gender_age_only_niche_genre,"The Stuff, Night of the Creeps, Galaxy of Terror, Dark Star, The Stuff, The Hidden, Hardware, TerrorVision, The Return of the Living Dead, The Quatermass Xperiment"
2004_recent_gender_age_only_exclude_popular,"Galaxy of Terror, Dark Star, Forbidden World, The Brood, Lifeforce, Dune, Hardware, Near Dark, Equinox, Phase IV"
2004_recent_gender_age_only_indie_international,"The Reflecting Skin, Stalker, The Void, Pontypool, The Battery, The Lighthouse, Coherence, Beyond the Black Rainbow, The Man Who Fell to Earth, Tetsuo: The Iron Man"
2004_recent_gender_age_only_temporal_diverse,"Forbidden Planet, The Thing, Planet of the Apes, Blade Runner, The Day the Earth Stood Still, Aliens, Dark Star, Event Horizon, The Terminator, They Live"
2004_recent_gender_age_only_obscure_theme,"Galaxy of Terror, The Brother from Another Planet, Dark City, The Stuff, Event Horizon, The Hidden, Lifeforce, They Live, The Void, TerrorVision"
2004_recent_occupation_only_baseline,"Dark Star, The Stuff, Plan 9 from Outer Space, Battlefield Earth, Galaxy of Terror, The Boogens, Troll 2, Lifeforce, Night of the Creeps, The Return of Witch Mountain"
2004_recent_occupation_only_niche_genre,"The Void, Event Horizon, The Mist, Dark City, They Live, The Thing, Sunshine, Cube, The Signal, Lovecraft Country"
2004_recent_occupation_only_exclude_popular,"Galaxy of Terror, The Last Starfighter, Dark Star, Silent Running, The Brother from Another Planet, Forbidden Planet, Plan 9 from Outer Space, The Quatermass Xperiment, The Andromeda Strain, Attack of the Killer Tomatoes"
2004_recent_occupation_only_indie_international,"The Man Who Fell to Earth, Ginger Snaps, The Reflecting Skin, The Void, Possession, The House That Jack Built, Tetsuo: The Iron Man, The Lighthouse, The Wailing, A Field in England"
2004_recent_occupation_only_temporal_diverse,"The Thing, Forbidden Planet, Planet of the Apes, Invasion of the Body Snatchers, The Blob, Flash Gordon, Escape from New York, The Day the Earth Stood Still, Metropolis, The Time Machine"
2004_recent_occupation_only_obscure_theme,"Galaxy of Terror, Dark Star, Forbidden Planet, The Brother from Another Planet, The Last Starfighter, The Hidden, Starman, Plan 9 from Outer Space, The Stuff, Dark City"
2004_recent_all_attributes_baseline,"The Thing, Event Horizon, The Abyss, Mad Max, District 9, Rogue One: A Star Wars Story, Serenity, Blade Runner, The Terminator, Forbidden Planet"
2004_recent_all_attributes_niche_genre,"The Stuff, Lifeforce, Galaxy of Terror, The Reflecting Skin, Dark Star, Hardware, The Void, Event Horizon, Beyond the Black Rainbow, Phantasm"
2004_recent_all_attributes_exclude_popular,"Night of the Creeps, The Stuff, Dune, Galaxy of Terror, The Void, Event Horizon, Hardware, Dark Star, The Brood, Contamination"
2004_recent_all_attributes_indie_international,"The Spirit of the Beehive, City of God, Toni Erdmann, The Counterfeiters, The Swimming Pool, The Hunt, In the Mood for Love, The Man Who Fell to Earth, The Celebration, Blue Velvet"
2004_recent_all_attributes_temporal_diverse,"Forbidden Planet, Planet of the Apes, The Thing, Flash Gordon, Mad Max, Escape from New York, They Live, The Day the Earth Stood Still, Event Horizon, Dark City"
2004_recent_all_attributes_obscure_theme,"Galaxy of Terror, The Stuff, Night of the Creeps, Lifeforce, The Hidden, Micronauts, The Return of the Living Dead, Hardware, Dark Star, Explorers"
2005_recent_neutral_baseline,"Notting Hill, The Grand Budapest Hotel, Clueless, The Royal Tenenbaums, 10 Things I Hate About You, Amélie, Little Miss Sunshine, Election, The Discreet Charm of the Bourgeoisie, Crazy Rich Asians"
2005_recent_neutral_niche_genre,"The Fall, Big Fish, The Prestige, Eternal Sunshine of the Spotless Mind, In the Mood for Love, Pan's Labyrinth, The Double Life of Veronique, The Others, Donnie Darko, The Secret of Kells"
2005_recent_neutral_exclude_popular,"The Last Days of Disco, The House of Mirth, In the Mood for Love, The Death of Mr. Lazarescu, The Reflecting Skin, A Ghost Story, The Killing of a Sacred Deer, The Spirit of the Beehive, The Celebration, The Conformist"
2005_recent_neutral_indie_international,"In the Mood for Love, The Double Life of Véronique, Frances Ha, The Lunchbox, Amélie, Moonrise Kingdom, Wild Tales, The Fall, A Ghost Story, The Brand New Testament"
2005_recent_neutral_temporal_diverse,"Much Ado About Nothing, Clueless, The Sixth Sense, His Girl Friday, Amélie, The Philadelphia Story, Rear Window, The Princess Bride, The Grand Budapest Hotel, Casablanca"
2005_recent_neutral_obscure_theme,"The Dish, In the Mood for Love, The Fall, The Last Seduction, The Reflecting Skin, The Celebration, Happiness, The Proposition, The Spirit of the Beehive, The Last Days of Disco"
2005_recent_gender_age_only_baseline,"The Grand Budapest Hotel, The Social Network, The Royal Tenenbaums, Superbad, Clueless, The Breakfast Club, Pride & Prejudice, Ferris Bueller's Day Off, Easy A, Deadpool"
2005_recent_gender_age_only_niche_genre,"Big Night, The Fall, In the Mood for Love, The Cook, the Thief, His Wife & Her Lover, The Lobster, Moonrise Kingdom, Eternal Sunshine of the Spotless Mind, The Holy Mountain, The Killing of a Sacred Deer, The Double Life of Veronique"
2005_recent_gender_age_only_exclude_popular,"The Royal Tenenbaums, Submarine, Mysterious Skin, The Last Days of Disco, In the Mood for Love, A Ghost Story, The Fall, Happiness, The Dreamers, The Maiden"
2005_recent_gender_age_only_indie_international,"Moonlight, The Fall, In the Mood for Love, Frances Ha, The Lobster, Blue Is the Warmest Color, Holy Motors, The Handmaiden, Paterson, A Ghost Story"
2005_recent_gender_age_only_temporal_diverse,"The Graduate, Ferris Bueller's Day Off, Pulp Fiction, The Breakfast Club, Clueless, Fight Club, Back to the Future, Superbad, The Princess Bride, Heathers"
2005_recent_gender_age_only_obscure_theme,"The Dish, In the Mood for Love, The Fall, The Last of Sheila, Kissed by Winter, The Little Hours, The Way Way Back, The Secret of Kells, A Ghost Story, The Spectacular Now"
2005_recent_occupation_only_baseline,"The Grand Budapest Hotel, Easy A, The Royal Tenenbaums, Clueless, The Truman Show, Amélie, Little Miss Sunshine, The Lady Eve, Juno, Mean Girls"
2005_recent_occupation_only_niche_genre,"The Fall, The Others, Big Fish, Eternal Sunshine of the Spotless Mind, The Grand Budapest Hotel, Pan's Labyrinth, In the Mood for Love, Moonrise Kingdom, The Royal Tenenbaums, The Science of Sleep"
2005_recent_occupation_only_exclude_popular,"The Last Days of Disco, Submarine, The Dish and the Spoon, The Spectacular Now, The Double Life of Veronique, The Way Way Back, In the Mood for Love, The Fall, A Ghost Story, The Catalogue"
2005_recent_occupation_only_indie_international,"The Lobster, In the Mood for Love, Moonrise Kingdom, The Fall, Blue Velvet, The Double Life of Véronique, Frances Ha, The Spirit of the Beehive, Wild Strawberries, The Holy Mountain"
2005_recent_occupation_only_temporal_diverse,"Amélie, The Grand Budapest Hotel, Clueless, Rear Window, The Princess Bride, Her, The Philadelphia Story, Mysterious Skin, Eternal Sunshine of the Spotless Mind, Ferris Bueller's Day Off"
2005_recent_occupation_only_obscure_theme,"The Dish, The Last Days of Disco, In the Mood for Love, The Spirit of the Beehive, The Fall, Happiness, The Way Way Back, A Ghost Story, The Double Life of Veronique, The Endless Summer"
2005_recent_all_attributes_baseline,"Dead Poets Society, The Grand Budapest Hotel, Clueless, The Truman Show, Superbad, 10 Things I Hate About You, Easy A, The Breakfast Club, Ferris Bueller's Day Off, The Royal Tenenbaums"
2005_recent_all_attributes_niche_genre,"The Double Life of Veronique, The House of the Spirits, The Killing of a Sacred Deer, Paprika, The Fall, A Ghost Story, The Cook, the Thief, His Wife & Her Lover, In the Mood for Love, Eternal Sunshine of the Spotless Mind, The Holy Mountain"
2005_recent_all_attributes_exclude_popular,"The Double Life of Veronique, In the Mood for Love, The Last Days of Disco, The Lobster, Mysterious Skin, Happiness, The Fall, The Celebration, Ghost Dog: The Way of the Samurai, The Reflecting Skin"
2005_recent_all_attributes_indie_international,"Frances Ha, In the Mood for Love, The Dreamers, The Lobster, A Ghost Story, The Fall, Blue Is the Warmest Color, Mysterious Skin, The Double Life of Véronique, The Holy Mountain"
2005_recent_all_attributes_temporal_diverse,"Clueless, The Graduate, The Breakfast Club, Rear Window, Heathers, Ferris Bueller's Day Off, The Princess Bride, Donnie Darko, Pulp Fiction, The Grand Budapest Hotel"
2005_recent_all_attributes_obscure_theme,"The Last Days of Disco, In the Mood for Love, The Wind in the Willows, The Object of My Affection, The Fall, The Last of Sheila, Happiness, The Celebration, The House of Mirth, The Man Who Fell to Earth"
2006_recent_neutral_baseline,"Singin' in the Rain, The Band Wagon, My Fair Lady, An American in Paris, Top Hat, Meet Me in St. Louis, The Pajama Game, White Christmas, The Sound of Music, On the Town"
2006_recent_neutral_niche_genre,"The Band Wagon, Kiss Me Kate, Meet Me in St. Louis, The Pajama Game, On the Town, Singin' in the Rain, The Umbrellas of Cherbourg, Fosse/Vernon, Sweet Charity, The Red Shoes"
2006_recent_neutral_exclude_popular,"The Band Wagon, An American in Paris, Meet Me in St. Louis, The Harvey Girls, Follies, On the Town, Kiss Me Kate, The Pajama Game, The Apple Tree, The Girls of Summer"
2006_recent_neutral_indie_international,"The Umbrellas of Cherbourg, Once, In the Mood for Love, Amélie, The Spirit of the Beehive, A Very Long Engagement, The Triplets of Belleville, Cinema Paradiso, Fellini's Casanova, The Secret of Kells"
2006_recent_neutral_temporal_diverse,"Singin' in the Rain, The Band Wagon, My Fair Lady, The Sound of Music, Meet Me in St. Louis, An American in Paris, The King and I, West Side Story, The Pajama Game, Hello, Dolly!"
2006_recent_neutral_obscure_theme,"April in Paris, The Band Wagon, Meet Me in St. Louis, The Pajama Game, On the Town, Kiss Me Kate, The Most Happy Fella, Little Miss Marker, Follies, The Girl Can't Help It"
2006_recent_gender_age_only_baseline,"Singin' in the Rain, The Band Wagon, An American in Paris, White Christmas, Meet Me in St. Louis, The Pajama Game, On the Town, Seven Brides for Seven Brothers, The Music Man, My Fair Lady"
2006_recent_gender_age_only_niche_genre,"The Band Wagon, Meet Me in St. Louis, The Pajama Game, Kiss Me Kate, Fosse/Vipp Opera, The Umbrellas of Cherbourg, Dancer in the Dark, The Fabulous Baker Boys, The Last Days of Disco, Once"
2006_recent_gender_age_only_exclude_popular,"The Band Wagon, Meet Me in St. Louis, The Happy Road, High Society, The Apple Tree, Kiss Me Kate, Bye Bye Birdie, Pal Joey, On the Town, The Pajama Game"
2006_recent_gender_age_only_indie_international,"Once, Amélie, The Commitments, In the Mood for Love, Tokyo Godfathers, The Band's Visit, A Man and a Woman, The Umbrellas of Cherbourg, Cinema Paradiso, The Lunchbox"
2006_recent_gender_age_only_temporal_diverse,"Singin' in the Rain, The Band Wagon, An American in Paris, The Jolson Story, Meet Me in St. Louis, My Fair Lady, The Sound of Music, Footlight Parade, Hello, Dolly!, Hairspray"
2006_recent_gender_age_only_obscure_theme,"The Band Wagon, Finian's Rainbow, On the Town, The Pajama Game, Kiss Me Kate, Meet Me in St. Louis, High Society, The Harvey Girls, The Girl Can't Help It, Babes in Arms"
2006_recent_occupation_only_baseline,"Singin' in the Rain, The Band Wagon, Meet Me in St. Louis, White Christmas, An American in Paris, My Fair Lady, The Pajama Game, Kiss Me Kate, On the Town, The Unsinkable Molly Brown"
2006_recent_occupation_only_niche_genre,"The Band Wagon, An American in Paris, Meet Me in St. Louis, The Pajama Game, Kiss Me Kate, Seven Brides for Seven Brothers, The King and I, The Unsinkable Molly Brown, Fiddler on the Roof, Damn Yankees"
2006_recent_occupation_only_exclude_popular,"The Band Wagon, Meet Me in St. Louis, On the Town, The Barkleys of Broadway, The Pajama Game, The Belle of New York, Kiss Me Kate, High Society, The Girl Can't Help It, Sweet Charity"
2006_recent_occupation_only_indie_international,"The Umbrellas of Cherbourg, Cinema Paradiso, Pepe le Moko, The Red Shoes, The Spirit of the Beehive, Jules and Jim, Fitzcarraldo, The Color of Pomegranates, A Man and a Woman, The Last Wave"
