custom_id,movies
4751_recent_all_attributes_temporal_diverse,"Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb, The Big Lebowski, Catch Me If You Can, American Psycho, The Man Who Fell to Earth, The Graduate, A Scanner Darkly, The Cook, the Thief, His Wife & Her Lover, The Killing of a Sacred Deer, Requiem for a Dream"
4751_recent_all_attributes_obscure_theme,"The King of Marvin Gardens, The Last Seduction, The Housemaid, The Fever, The Reflection of a Man, The Last Wave, The Killing of a Sacred Deer, The Fall, The Proposition, The Machinist"
4752_recent_neutral_baseline,"When Harry Met Sally, Notting Hill, The Princess Bride, Moonstruck, Crazy, Stupid, Love., Before Sunrise, High Fidelity, The Thin Man, Some Like It Hot, Sense and Sensibility"
4752_recent_neutral_niche_genre,"In the Mood for Love, The Lobster, Tampopo, Blue Velvet, The Fall, Holy Motors, A Ghost Story, The Double Life of Veronique, The Spirit of the Beehive, Picnic at Hanging Rock"
4752_recent_neutral_exclude_popular,"The Heartbreak Kid, The Last Days of Disco, The Long Kiss Goodnight, Before Sunrise, In the Mood for Love, The Painted Veil, The World of Henry Orient, The Man Who Fell to Earth, A Month by the Lake, The Oyster Farmer"
4752_recent_neutral_indie_international,"In the Mood for Love, Amélie, The Double Life of Veronique, Pierrot le Fou, Sonatine, The Secret in Their Eyes, A Separation, Wild Strawberries, Cinema Paradiso, The Spirit of the Beehive"
4752_recent_neutral_temporal_diverse,"When Harry Met Sally, Casablanca, The Apartment, Sabrina, To Catch a Thief, Some Like It Hot, The Philadelphia Story, Roman Holiday, His Girl Friday, The Thin Man"
4752_recent_neutral_obscure_theme,"The Last Seduction, In the Mood for Love, The Heartbreak Kid, The Long Kiss Goodnight, A Walk on the Moon, The Spanish Prisoner, The Object of My Affection, The End of the Affair, Before Sunrise, The Proposition"
4752_recent_gender_age_only_baseline,"10 Things I Hate About You, Crazy Rich Asians, Notting Hill, The Princess Bride, Legally Blonde, Before Sunrise, Clueless, Pride and Prejudice, The Proposal, Bridget Jones's Diary"
4752_recent_gender_age_only_niche_genre,"In the Mood for Love, Chungking Express, Amélie, Lost in Translation, The Fall, Her, Eternal Sunshine of the Spotless Mind, Moonrise Kingdom, The Double Life of Véronique, Portrait of a Lady on Fire"
4752_recent_gender_age_only_exclude_popular,"Before Sunrise, In the Mood for Love, The Last Seduction, A Walk on the Moon, Chocolat, The Secret of Roan Inish, The Love Letter, The Long Kiss Goodnight, Lost in Translation, The Deep End"
4752_recent_gender_age_only_indie_international,"Amélie, In the Mood for Love, Portrait of a Lady on Fire, The Lunchbox, Frances Ha, Blue Is the Warmest Color, The Intouchables, Toni Erdmann, A Separation, The Double Life of Véronique"
4752_recent_gender_age_only_temporal_diverse,"Breakfast at Tiffany's, Pride and Prejudice, Clueless, Amélie, The Philadelphia Story, Sense and Sensibility, Roman Holiday, Crazy, Stupid, Love., Notting Hill, La La Land"
4752_recent_gender_age_only_obscure_theme,"Lola Montès, The Love Witch, In the Mood for Love, The Umbrellas of Cherbourg, Chocolat, The Only Living Boy in New York, A Walk on the Moon, The Ballad of Buster Scruggs, The Secret of Roan Inish, Hiroshima Mon Amour"
4752_recent_occupation_only_baseline,"Clueless, The Thin Red Line, Before Sunrise, Crazy, Stupid, Love., 10 Things I Hate About You, The Graduate, Moonrise Kingdom, 500 Days of Summer, Pride & Prejudice, Her"
4752_recent_occupation_only_niche_genre,"In the Mood for Love, The Fall, A Ghost Story, The Science of Sleep, Her, Lost in Translation, Before Sunrise, Moonrise Kingdom, The Double Life of Veronique, Submarine"
4752_recent_occupation_only_exclude_popular,"Before Sunrise, In the Mood for Love, The Last Days of Disco, Blue Valentine, The Proposition, The Double Life of Veronique, The Long Day Closes, L'Avventura, Hiroshima Mon Amour, The Heart is a Lonely Hunter"
4752_recent_occupation_only_indie_international,"In the Mood for Love, Amélie, The Diving Bell and the Butterfly, Cinema Paradiso, The Secret in Their Eyes, Persepolis, Pan's Labyrinth, A Fantastic Woman, The Hunt, Toni Erdmann"
4752_recent_occupation_only_temporal_diverse,"Some Like It Hot, Chinatown, The Graduate, Casablanca, When Harry Met Sally, The Princess Bride, Pulp Fiction, Her, Before Sunrise, The Philadelphia Story"
4752_recent_occupation_only_obscure_theme,"Lone Star, The Spanish Prisoner, The Last Seduction, The Long Goodbye, In the Mood for Love, The Ice Storm, The Opposite of Sex, Happiness, The Last Days of Disco, Before Sunrise"
4752_recent_all_attributes_baseline,"Crazy Rich Asians, 10 Things I Hate About You, The Princess Diaries, Legally Blonde, Notting Hill, Clueless, The Fault in Our Stars, She's the Man, To All the Boys I've Loved Before, Pride and Prejudice"
4752_recent_all_attributes_niche_genre,"In the Mood for Love, The Secret of Kells, Amélie, Before Sunrise, Lost in Translation, Pan’s Labyrinth, The Fall, Moonrise Kingdom, Blue Is the Warmest Color, Her"
4752_recent_all_attributes_exclude_popular,"Ladri di biciclette, The Heartbreak Kid, The Last Days of Disco, The Matchmaker, The Long Dumb Road, Only You, The Goodbye Girl, The Object of My Affection, Lymelife, The Secret of Roan Inish"
4752_recent_all_attributes_indie_international,"Frances Ha, Amélie, The Lunchbox, Portrait of a Lady on Fire, In the Mood for Love, The Secret of Kells, Persepolis, The Double Life of Veronique, A Fantastic Woman, Toni Erdmann"
4752_recent_all_attributes_temporal_diverse,"Clueless, Breakfast at Tiffany's, Pride and Prejudice, 10 Things I Hate About You, The Philadelphia Story, Legally Blonde, Sense and Sensibility, Her, Amélie, The Princess Bride"
4752_recent_all_attributes_obscure_theme,"Liebestraum, The Love Witch, The Last Seduction, Happythankyoumoreplease, In the Mood for Love, The Secret of Roan Inish, The Sweet Hereafter, Flirting, The Diary of a Teenage Girl, A Girl Walks Home Alone at Night"
4753_recent_neutral_baseline,"The Last Detail, The Great Escape, Stripes, M*A*S*H, The Philadelphia Story, The African Queen, Blazing Saddles, The Odd Couple, The Defiant Ones, The Caine Mutiny"
4753_recent_neutral_niche_genre,"The Killing of a Sacred Deer, The Assassination of Jesse James by the Coward Robert Ford, The Spirit of the Beehive, The Great Silence, The Man Who Fell to Earth, Come and See, The Last Detail, The Killing of a Chinese Bookie, Pathology, The Holy Mountain"
4753_recent_neutral_exclude_popular,"The Last Detail, The Killing of a Chinese Bookie, The Passenger, The Discreet Charm of the Bourgeoisie, The Battle of Algiers, The Heart of the Game, The Great Silence, The Spirit of the Beehive, The Seventh Seal, The Innocents"
4753_recent_neutral_indie_international,"The Mirror, The Spirit of the Beehive, In the Mood for Love, A Man Escaped, The Lunatic, The Fire Within, The Holy Mountain, The Color of Pomegranates, The House is Black, Jeanne Dielman, 23 quai du Commerce, 1080 Bruxelles"
4753_recent_neutral_temporal_diverse,"The Bridge on the River Kwai, Some Like It Hot, The Apartment, 12 Angry Men, The Great Escape, The Philadelphia Story, The African Queen, The Odd Couple, To Kill a Mockingbird, Lawrence of Arabia"
4753_recent_neutral_obscure_theme,"The Connection, The Silent Partner, The Last Detail, The Heart of the Matter, The Missouri Breaks, The Killing of a Chinese Bookie, The Mackintosh Man, The Panic in Needle Park, The American Friend, The Passenger"
4753_recent_gender_age_only_baseline,"The Hustler, The African Queen, The Sting, Blazing Saddles, M*A*S*H, The Great Escape, The Odd Couple, The Dirty Dozen, The Philadelphia Story, The Apartment"
4753_recent_gender_age_only_niche_genre,"The Great Silence, The Battle of Algiers, The Last Detail, Barry Lyndon, The Killing of a Chinese Bookie, The American Friend, The Passenger, The Conformist, The Front Page, The Night Porter"
4753_recent_gender_age_only_exclude_popular,"The Last Detail, The Shooting, The Killing of a Chinese Bookie, The Passenger, The Long Goodbye, The Conformist, The American Friend, The Friends of Eddie Coyle, The Assassination of Jesse James by the Coward Robert Ford, The Big Gundown"
4753_recent_gender_age_only_indie_international,"The Spirit of the Beehive, Tokyo Story, The Holy Mountain, A Touch of Sin, In the Mood for Love, The Proposition, The Assassin, La Haine, The Mirror, The Secret in Their Eyes"
4753_recent_gender_age_only_temporal_diverse,"The Last Detail, The Great Escape, Harold and Maude, The Killing of a Chinese Bookie, The Longest Yard, The Apartment, Blazing Saddles, The Hustler, Midnight Cowboy, The Sting"
4753_recent_gender_age_only_obscure_theme,"The Killing of a Chinese Bookie, The American Friend, The Last Detail, The Bed Sitting Room, The Swimmer, The Passenger, The Conformist, The Song of Lunch, The American Friend, The Passenger"
4753_recent_occupation_only_baseline,"The Graduate, 12 Angry Men, M*A*S*H, The Philadelphia Story, All the President's Men, The Great Escape, Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb, The Odd Couple, The Killing Fields, Goodbye, Mr. Chips"
4753_recent_occupation_only_niche_genre,"The Killing of a Sacred Deer, The Wind Rises, The Great Silence, The Fall, Paris, Texas, The Spirit of the Beehive, The Act of Killing, The Holy Mountain, Come and See, The Assassin"
4753_recent_occupation_only_exclude_popular,"The Killing of a Chinese Bookie, The Last Detail, The Heart of the World, The American Friend, The Draughtsman's Contract, The Killing of a Chinese Bookie, The Travelling Players, The Strange Little Cat, The Quay Brothers: Collected Short Films, The Assassin"
4753_recent_occupation_only_indie_international,"The Spirit of the Beehive, The 400 Blows, The Mirror, Before the Revolution, A Man Escaped, The Great Happiness Space, The Man Who Sleeps, The Headless Woman, The Color of Pomegranates, The Battle of Algiers"
4753_recent_occupation_only_temporal_diverse,"12 Angry Men, To Kill a Mockingbird, The Graduate, Lawrence of Arabia, The Apartment, The Philadelphia Story, Some Like It Hot, The Third Man, All the President's Men, The Great Escape"
4753_recent_occupation_only_obscure_theme,"The Heart of the Matter, The Cruel Sea, The Innocents, The Last Detail, The Mouse That Roared, The Killing of a Sacred Deer, The American Friend, The Long Goodbye, The Big Red One, A Passionate Woman"
4753_recent_all_attributes_baseline,"The Graduate, All the President's Men, The Apartment, M*A*S*H, Annie Hall, The Sting, The Philadelphia Story, Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb, Goodbye, Mr. Chips, The Great Escape"
4753_recent_all_attributes_niche_genre,"The Killing of a Chinese Bookie, The Night Porter, The Conformist, The Battle of Algiers, The Human Condition, The Last Detail, Fitzcarraldo, The Passenger, The Party, The Great Silence"
4753_recent_all_attributes_exclude_popular,"The Last Detail, Sweet Smell of Success, The Killing of a Chinese Bookie, The Browning Version, The Conversation, The Heart of the Matter, The Passenger, The Spy Who Came in from the Cold, The Night of the Hunter, The American Friend"
4753_recent_all_attributes_indie_international,"The Spirit of the Beehive, The Man Who Sleeps, Mishima: A Life in Four Chapters, A Man Escaped, The Fire Within, The Great Happiness Space, The Ascent, Sansho the Bailiff, The Mirror, The Quay Brothers' Films"
4753_recent_all_attributes_temporal_diverse,"The Graduate, Lawrence of Arabia, A Clockwork Orange, The Philadelphia Story, 12 Angry Men, The Third Man, The Killing Fields, M*A*S*H, The Bridge on the River Kwai, Anatomy of a Murder"
4753_recent_all_attributes_obscure_theme,"The Long Goodbye, The Night of the Hunter, The Killing of a Sacred Deer, The Last Detail, The Third Man, Mishima: A Life in Four Chapters, The Celebration, The Housemaid, The Conformist, Sweet Smell of Success"
4754_recent_neutral_baseline,"Stand by Me, The Goonies, The Sandlot, E.T. the Extra-Terrestrial, Big, The Princess Bride, Gremlins, Ferris Bueller's Day Off, Sixteen Candles, The Secret of NIMH"
4754_recent_neutral_niche_genre,"Pan's Labyrinth, The Fall, The City of Lost Children, Big Fish, The Secret of Kells, The Adventures of Baron Munchausen, Hunt for the Wilderpeople, Moonrise Kingdom, MirrorMask, The Extraordinary Adventures of Adèle Blanc-Sec"
4754_recent_neutral_exclude_popular,"The NeverEnding Story, My Neighbor Totoro, The Secret of Roan Inish, Secondhand Lions, The Great Muppet Caper, Hunt for the Wilderpeople, The Spiderwick Chronicles, A Little Princess, The Water Horse, Moonrise Kingdom"
4754_recent_neutral_indie_international,"Pan's Labyrinth, The Fall, City of God, Amélie, The Secret of Kells, Beasts of the Southern Wild, The Little Prince, The Triplets of Belleville, Waltz with Bashir, The Double Life of Veronique"
4754_recent_neutral_temporal_diverse,"Stand by Me, The Princess Bride, Back to the Future, The Goonies, Ferris Bueller's Day Off, Willy Wonka & the Chocolate Factory, National Lampoon's Vacation, Big, The Secret of NIMH, Sixteen Candles"
4754_recent_neutral_obscure_theme,"The Peanut Butter Falcon, Hunt for the Wilderpeople, The Fall, Moonrise Kingdom, Big Trouble in Little China, The Secret of Kells, Sing Street, The Adventures of Buckaroo Bopee, The Last Starfighter, A Boy and His Dog"
4754_recent_gender_age_only_baseline,"Stand By Me, Breakfast Club, Little Miss Sunshine, Matilda, Ferris Bueller's Day Off, Clueless, The Princess Bride, Sixteen Candles, St. Elmo's Fire, Heathers"
4754_recent_gender_age_only_niche_genre,"Labyrinth, The NeverEnding Story, Stardust Memories, The Secret of Kells, The Fall, Moonrise Kingdom, Big Fish, Amélie, Pan's Labyrinth, The Adventures of Baron Munchausen"
4754_recent_gender_age_only_exclude_popular,"The Secret of Roan Inish, A Little Princess, The Watermelon Woman, A League of Their Own, The Fall, My Neighbor Totoro, Penelope, The Last of the Blonde Bombshells, Heavenly Creatures, The Painted Veil"
4754_recent_gender_age_only_indie_international,"Amélie, The Fall, Moonrise Kingdom, The Secret of Kells, Persepolis, Pan's Labyrinth, Eternal Sunshine of the Spotless Mind, The Double Life of Véronique, The Handmaiden, Frances Ha"
4754_recent_gender_age_only_temporal_diverse,"Ferris Bueller's Day Off, Clueless, The Princess Bride, Little Women, Amélie, The Sound of Music, Enchanted, Matilda, Stardust, The Secret Garden"
4754_recent_gender_age_only_obscure_theme,"The Secret of Roan Inish, Miranda, Hugo, The Fall, Moonrise Kingdom, The Adventures of Milo and Otis, Fly Away Home, The Water Horse, The Little Princess, A Little Princess"
4754_recent_occupation_only_baseline,"Stand by Me, The Goonies II, Big, The Sandlot, Junior, Mrs. Doubtfire, The Breakfast Club, Ferris Bueller's Day Off, Adventureland, Sixteen Candles"
4754_recent_occupation_only_niche_genre,"The Secret of Kells, The Fall, The Princess Bride, MirrorMask, The NeverEnding Story, Big Fish, The City of Lost Children, Pan's Labyrinth, The Spiderwick Chronicles, Labyrinth"
4754_recent_occupation_only_exclude_popular,"The Secret of Roan Inish, A Boy and His Dog, The Little Shop of Horrors, The Fall, The Last Unicorn, The Pagemaster, The NeverEnding Story, Wizards, The Blue Bird, Hunt for the Wilderpeople"
4754_recent_occupation_only_indie_international,"The Last Days of Disco, L'Atalante, The Spirit of the Beehive, City of God, The Secret in Their Eyes, Toni Erdmann, The Shop on Main Street, Papicha, The Well, A Fantastic Woman"
4754_recent_occupation_only_temporal_diverse,"Stand by Me, The Princess Bride, Big, The Goonies, Ferris Bueller's Day Off, Some Like It Hot, The Breakfast Club, Sixteen Candles, The Odd Couple, To Kill a Mockingbird"
4754_recent_occupation_only_obscure_theme,"The Fall, The Secret of Kells, My Neighbor Totoro, The Last Starfighter, The Adventures of Buckaroo B-52, Hunt for the Wilderpeople, The Iron Giant, Big Trouble in Little China, Time Bandits, A Boy and His Dog"
4754_recent_all_attributes_baseline,"The Princess Bride, Stand by Me, Ferris Bueller's Day Off, Little Miss Sunshine, Hocus Pocus, Matilda, The Sandlot, Clueless, Heathers, Sixteen Candles"
4754_recent_all_attributes_niche_genre,"The Secret of Kells, The Fall, Moonrise Kingdom, The Princess Bride, Big Fish, The NeverEnding Story, Pan's Labyrinth, Bridge to Terabithia, The Last Unicorn, Stardust"
4754_recent_all_attributes_exclude_popular,"Moonrise Kingdom, The Fall, Hunt for the Wilderpeople, The Secret of Kells, A Little Princess, The Last Unicorn, The Adventures of Milo and Otis, My Neighbor Totoro, Penelope, The Water Horse"
4754_recent_all_attributes_indie_international,"Amélie, The Double Life of Véronique, Frances Ha, The Spirit of the Beehive, Toni Erdmann, The Art of Self-Defense, A Fantastic Woman, The Lunchbox, Girlhood, Persepolis"
4754_recent_all_attributes_temporal_diverse,"Stand by Me, The Princess Bride, Ferris Bueller's Day Off, Little Miss Sunshine, The Goonies, Heathers, Clueless, Sixteen Candles, Wet Hot American Summer, Moonrise Kingdom"
4754_recent_all_attributes_obscure_theme,"The Watermelon Woman, Miracle Mile, The Last of the Blonde Bombshells, Happiness, The Secret of Roan Inish, The Stay Awake, The Little Girl Who Lives Down the Lane, The Great Muppet Caper, The Reflecting Skin, The Adventures of Baron Munchausen"
4755_recent_neutral_baseline,"The King's Speech, The Others, The Remains of the Day, The Sixth Sense, The Shining, Pan's Labyrinth, Little Miss Sunshine, The Exorcist, In the Mood for Love, The Silence of the Lambs"
4755_recent_neutral_niche_genre,"The Fall, The Cook, the Thief, His Wife & Her Lover, Possession, The Spirit of the Beehive, Come and See, Stalker, Mysterious Skin, The Reflecting Skin, Gummo, Pierrot le Fou"
4755_recent_neutral_exclude_popular,"The Last of Sheyla, A Ghost Story, The Reflecting Skin, The Draughtsman's Contract, The Spirit of the Beehive, Safe, The Killing of a Sacred Deer, The House Is Black, Mysterious Object at Noon, The Passion of Joan of Arc"
4755_recent_neutral_indie_international,"The Death of Mr. Lazarescu, In the Mood for Love, A Fantastic Woman, The Lobster, 4 Months, 3 Weeks and 2 Days, Run Lola Run, The Spirit of the Beehive, Toni Erdmann, The Celebration, The Great Beauty"
4755_recent_neutral_temporal_diverse,"Sunset Boulevard, The Seventh Seal, To Kill a Mockingbird, The Shining, All About Eve, Chinatown, The Silence of the Lambs, The Exorcist, Amélie, Memento"
4755_recent_neutral_obscure_theme,"The Reflecting Skin, The Last of the Mohicans, The Spirit of the Beehive, The Celebration, The Assassination of Jesse James by the Coward Robert Ford, The Fall, A Ghost Story, The Killing of a Sacred Deer, The Object of My Affection, The House Is Black"
4755_recent_gender_age_only_baseline,"The Hours, Practical Magic, The Others, Little Women, The Queen, Becoming Jane, Sense and Sensibility, A Room with a View, The Virgin Suicides, Marie Antoinette"
4755_recent_gender_age_only_niche_genre,"The Reflection of a Soul, A Ghostly Affair, Queen Elizabeth and the Shadows, Whispering Shadows, The Haunting of Elizabeth, Eternal Monuments, Luminous Veil, Spectral Tapestry, The Last Monarch, Phantom Legacy"
4755_recent_gender_age_only_exclude_popular,"The Last of the Mohicans, The Reflection, The Heart of the World, The Spirit of the Beehive, Festen, The Man Who Fell to Earth, The Double Life of Veronique, The Hairdresser's Husband, The King of Masks, A Short Film About Killing"
4755_recent_gender_age_only_indie_international,"Toni Erdmann, A Fantastic Woman, The Spirit of the Beehive, In the Mood for Love, The Secret in Their Eyes, Persepolis, The Handmaiden, Frances Ha, Wild Tales, The Fits"
4755_recent_gender_age_only_temporal_diverse,"All About Eve, The Silence of the Lambs, Amélie, The Favourite, Mona Lisa, The Portrait of a Lady, Sleuth, The Others, Fargo, The Queen of Black Magic"
4755_recent_gender_age_only_obscure_theme,"The Reflection of a Woman, The Crying Game, The Last Mistress, In the Mood for Love, The Innocents, The Housemaid, The Spirit of the Beehive, The Lure, A Ghost Story, The Love Witch"
4755_recent_occupation_only_baseline,"The King's Speech, The Imitation Game, The Queen, A Beautiful Mind, The Prestige, The Hours, Shakespeare in Love, The Others, The Shawshank Redemption, The Social Network"
4755_recent_occupation_only_niche_genre,"The Last of the Mohicans, The Fall, The Cook, the Thief, His Wife & Her Lover, Brazil, The Spirit of the Beehive, The Double Life of Veronique, The City of Lost Children, The Proposition, A Ghost Story, The Station Agent"
4755_recent_occupation_only_exclude_popular,"The Last Days of Disco, The Reflecting Skin, The Quivering Forest, The Pillow Book, The Spirit of the Beehive, The Celebration, The Assassin, A Ghost Story, The Double Life of Veronique, The Man Who Fell to Earth"
4755_recent_occupation_only_indie_international,"The Fall, In the Mood for Love, Pan's Labyrinth, The Secret in Their Eyes, A Separation, The Hunt, Toni Erdmann, The Way He Looks, Wild Strawberries, The Lives of Others"
4755_recent_occupation_only_temporal_diverse,"All About Eve, The Queen, The King's Speech, 12 Angry Men, The Great Dictator, The Insider, Network, Chinatown, The Last Emperor, The Third Man"
4755_recent_occupation_only_obscure_theme,"The Last of the Mohicans, The Sweet Hereafter, The Spirit of the Beehive, The Reflecting Skin, The Proposition, The Ox Bow Incident, The Assassin, The Proposition, The Mission, The King of Marvin Gardens"
4755_recent_all_attributes_baseline,"The King's Speech, The Others, Fargo, The Queen, A Beautiful Mind, The Silence of the Lambs, The Iron Lady, Primal Fear, Mystic River, The Name of the Rose"
4755_recent_all_attributes_niche_genre,"The King’s Speech, In the Mood for Love, The Portrait of a Lady, The Last of the Mohicans, Pan’s Labyrinth, The Double Life of Veronique, The Others, The Night of the Hunter, The Spirit of the Beehive, The Celebration"
4755_recent_all_attributes_exclude_popular,"The Last of the Mohicans, The Spirit of the Beehive, The Celebration, The Double Life of Véronique, A Ghost Story, The House is Black, In the Mood for Love, The Quay Brothers' Films, The Enigma of Kaspar Hauser, The Assassin"
4755_recent_all_attributes_indie_international,"In the Mood for Love, The Double Life of Véronique, A Separation, Toni Erdmann, The Spirit of the Beehive, Blue Is the Warmest Color, The Headless Woman, The Lunchbox, Portrait of a Lady on Fire, The Holy Girl"
4755_recent_all_attributes_temporal_diverse,"All About Eve, The Queen, The Devil Wears Prada, Amélie, The King's Speech, Fargo, The Hours, Annie Hall, The Favourite, Out of Africa"
4755_recent_all_attributes_obscure_theme,"The Reflecting Skin, The Last of Sheytts, A Ghost Story, The Secret of Roan Inish, The Spirit of the Beehive, The Queen of Black Magic, The Fall, The Killing of a Sacred Deer, The Housemaid, The Enigma of Kaspar Hauser"
4756_recent_neutral_baseline,"The Royal Tenenbaums, Election, Lost in America, Little Miss Sunshine, Being There, The Grand Budapest Hotel, The Trip, Sideways, Adaptation, Awakenings"
4756_recent_neutral_niche_genre,"The Last Days of Disco, Husbands and Wives, The Book of Life, The Fall, The Holy Mountain, Waking Life, Brazil, Eternal Sunshine of the Spotless Mind, Holy Motors, Synecdoche, New York"
4756_recent_neutral_exclude_popular,"The Last Days of Disco, Leningrad Cowboys Go America, The House of Mirth, The Funeral, The King of Marvin Gardens, A Ghost Story, The Reflecting Skin, Forty Shades of Blue, The Man Who Fell to Earth, The Pusher"
4756_recent_neutral_indie_international,"The Last Days of Disco, Wendy and Lucy, The Arbor, Toni Erdmann, In the Mood for Love, The Act of Killing, Before Sunrise, A Ghost Story, Paterson, Hiroshima Mon Amour"
4756_recent_neutral_temporal_diverse,"Being There, The King of Comedy, To Be or Not to Be, The Great Dictator, Blazing Saddles, Happiness, The Producers, Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb, The Last Waltz, Awakenings"
4756_recent_neutral_obscure_theme,"The Last Days of Disco, Living in Oblivion, The Spitfire Grill, The Object of My Affection, The Slums of Beverly Hills, The Myth of Fingerprints, The Last Picture Show, A Touch of Sin, The Woman Who Drinks, The Slumber Party Massacre"
4756_recent_gender_age_only_baseline,"Being John Malkovich, The Royal Tenenbaums, Adaptation, The Big Lebowski, Election, Rushmore, The Truman Show, Office Space, Waiting for Godot, Fargo"
