custom_id,movies
2501_recent_all_attributes_baseline,"Se7en, The Sixth Sense, Memento, Donnie Darko, The Prestige, Requiem for a Dream, The Machinist, Pi, Black Swan, Identity"
2501_recent_all_attributes_niche_genre,"The Void, Pontypool, The Reflecting Skin, Possession, The Babadook, The Invitation, Mandy, May, The Wailing, The Lighthouse"
2501_recent_all_attributes_exclude_popular,"The Reflecting Skin, The Last Wave, The Proposition, Blue Velvet, The Vanishing, The Spirit of the Beehive, Picnic at Hanging Rock, The Fall, The City of Lost Children, Dead Man's Shoes"
2501_recent_all_attributes_indie_international,"Memento, Deep Red, The Holy Mountain, Blue Velvet, The Double Life of Véronique, Pi, The Spirit of the Beehive, Persepolis, Toni Erdmann, The Vanishing"
2501_recent_all_attributes_temporal_diverse,"The Cabinet of Dr. Caligari, Blade Runner, The Thing, Se7en, Brazil, The Shining, Memento, Donnie Darko, The Fly, Requiem for a Dream"
2501_recent_all_attributes_obscure_theme,"The Invitation, Pontypool, The Fall, The Void, Blue Velvet, Murder Party, The House That Jack Built, The Battery, The Reflecting Skin, The Poughkeepsie Tape"
2502_recent_neutral_baseline,"The Shawshank Redemption, Forrest Gump, The Green Mile, Schindler's List, The Pursuit of Happyness, Good Will Hunting, The Outsiders, Dead Poets Society, Finding Forrester, A River Runs Through It"
2502_recent_neutral_niche_genre,"The Diving Bell and the Butterfly, The Fall, The Secret of Kells, Big Fish, The Wind Rises, Pan's Labyrinth, The Man Who Fell to Earth, Baraka, Koyaanisqatsi, The Spirit of the Beehive"
2502_recent_neutral_exclude_popular,"The Straight Story, The Last of the Mohicans, A River Runs Through It, The Secret of Roan Inish, The Last Detail, My Dinner with Andre, The Sweet Hereafter, The Proposition, Wendy and Lucy, The Proposition"
2502_recent_neutral_indie_international,"The Diving Bell and the Butterfly, A Separation, The Intouchables, In the Mood for Love, Pan's Labyrinth, The Hunt, City of God, Toni Erdmann, Cinema Paradiso, Wild Tales"
2502_recent_neutral_temporal_diverse,"The 400 Blows, To Kill a Mockingbird, The Shawshank Redemption, Cinema Paradiso, The Great Escape, Rain Man, The Godfather, Forrest Gump, The Pursuit of Happyness, The Secret of Kells"
2502_recent_neutral_obscure_theme,"The Last of the Mohicans, A Simple Plan, The Sweet Hereafter, The Straight Story, The Fall, The Station Agent, Palindromes, The Painted Veil, In the Mood for Love, The Loneliest Planet"
2502_recent_gender_age_only_baseline,"The Shawshank Redemption, The Godfather, Forrest Gump, The Green Mile, The Silence of the Lambs, Saving Private Ryan, The Pursuit of Happyness, Good Will Hunting, Schindler's List, A Beautiful Mind"
2502_recent_gender_age_only_niche_genre,"The Fall, The Man Who Fell to Earth, The Proposition, The Fall of the Roman Empire, The Killing of a Sacred Deer, The Station Agent, The Proposition, The Dreamers, The Hunt for Red October, The Descent"
2502_recent_gender_age_only_exclude_popular,"The Sweet Hereafter, A Map of the World, The Last of the Mohicans, The Proposition, Lantana, The Man Who Wasn't There, The Assassination of Jesse James by the Coward Robert Ford, The Painted Veil, The Sweet Life, The Proposition"
2502_recent_gender_age_only_indie_international,"City of God, A Separation, The Intouchables, Pan's Labyrinth, The Hunt, In the Mood for Love, The Lives of Others, Wild Tales, Let the Right One In, The Secret in Their Eyes"
2502_recent_gender_age_only_temporal_diverse,"The Shawshank Redemption, Forrest Gump, The Godfather, Schindler's List, The Silence of the Lambs, The Great Escape, The Bridge on the River Kwai, Chinatown, Rear Window, The Third Man"
2502_recent_gender_age_only_obscure_theme,"The Sweet Hereafter, A River Runs Through It, The Last Detail, The Proposition, The Station Agent, The Fall, In the Mood for Love, The Straight Story, The Man Who Would Be King, The Celebration"
2502_recent_occupation_only_baseline,"The Shawshank Redemption, Forrest Gump, The Green Mile, The Secret Garden, To Kill a Mockingbird, The Sound of Music, Schindler's List, The Help, Dead Poets Society, The Pursuit of Happyness"
2502_recent_occupation_only_niche_genre,"The Straight Story, The Secret of Kells, The Fall, Big Fish, The Mission, The Wind Rises, The Others, The Red Turtle, The Great Beauty, The Spirit of the Beehive"
2502_recent_occupation_only_exclude_popular,"The Last of the Mohicans, The Secret of Roan Inish, A River Runs Through It, The Sweet Hereafter, The Straight Story, The Painted Veil, The Edge of the World, The Village, The Ice Storm, The Quiet Man"
2502_recent_occupation_only_indie_international,"The Secret of Kells, A Separation, Cinema Paradiso, The Diving Bell and the Butterfly, The Hunt, Pan's Labyrinth, Roma, Wild Strawberries, The Wind Rises, The Great Beauty"
2502_recent_occupation_only_temporal_diverse,"To Kill a Mockingbird, The Sound of Music, Forrest Gump, The Great Escape, The Shawshank Redemption, Lawrence of Arabia, On Golden Pond, The Grapes of Wrath, The Quiet Man, The African Queen"
2502_recent_occupation_only_obscure_theme,"The Last of the Mohicans, A River Runs Through It, The Straight Story, The Spirit of the Beehive, The Secret of Roan Inish, The Fall, The Wind Rises, The Station Agent, The Man Who Would Be King, Big Fish"
2502_recent_all_attributes_baseline,"The Shawshank Redemption, The Green Mile, Forrest Gump, The Bucket List, The King's Speech, Gran Torino, The Pursuit of Happyness, Finding Forrester, Dead Poets Society, A River Runs Through It"
2502_recent_all_attributes_niche_genre,"The Wind Rises, The Secret of Kells, The Last of the Mohicans, A Man Called Ove, The Straight Story, The Fall, The Station Agent, Paterson, The Kid with a Bike, The Diving Bell and the Butterfly"
2502_recent_all_attributes_exclude_popular,"The Last of the Mohicans, The Sweet Hereafter, A River Runs Through It, The King of Marvin Gardens, The Razor's Edge, The Night of the Hunter, The Long Good Friday, The Passenger, The Heart of the World, The Straight Story"
2502_recent_all_attributes_indie_international,"The Secret in Their Eyes, The Hunt, Cinema Paradiso, The Lives of Others, A Separation, Pan’s Labyrinth, The Intouchables, City of God, The Bicycle Thief, In the Mood for Love"
2502_recent_all_attributes_temporal_diverse,"Schindler's List, The Great Escape, To Kill a Mockingbird, The Sound of Music, The Shawshank Redemption, Lawrence of Arabia, 12 Angry Men, The Bridge on the River Kwai, The Quiet Man, Giant"
2502_recent_all_attributes_obscure_theme,"The Straight Story, A River Runs Through It, The Last Picture Show, The Heart is a Lonely Hunter, The Station Agent, The Funeral, The King's Speech, The Last of the Mohicans, The Wind Rises, A Man Called Ove"
2503_recent_neutral_baseline,"The Lost Boys, Beetlejuice, The Goonies, Stand By Me, Gremlins, Fright Night, The Monster Squad, Hocus Pocus, Ghostbusters, The Nightmare Before Christmas"
2503_recent_neutral_niche_genre,"Gothic, The Reflecting Skin, The Spirit of the Beehive, The House of the Devil, Kwaidan, The Last Wave, The Babadook, The Witch, Possession, The Others"
2503_recent_neutral_exclude_popular,"The Tenant, The Reflecting Skin, The Last Wave, The Pledge, The Spirit of the Beehive, A Ghost Story, The House of the Devil, The Witch, The Innocents, The Night of the Hunter"
2503_recent_neutral_indie_international,"The Reflecting Skin, A Girl Walks Home Alone at Night, The Babadook, Toni Erdmann, In the Mood for Love, Blue Velvet, The Fits, The Lobster, The Holy Mountain, Let the Right One In"
2503_recent_neutral_temporal_diverse,"Nosferatu, The Goonies, Screwball Hotel, To Kill a Mockingbird, The Lost Boys, Stand by Me, The Exorcist, Ferris Bueller's Day Off, The Silence of the Lambs, Hocus Pocus"
2503_recent_neutral_obscure_theme,"The Reflecting Skin, The Stay Awake, Blood Creek, The Last Wave, Angel Heart, The Reflecting Skin, The Servant, Near Dark, The Brood, The Night Flier"
2503_recent_gender_age_only_baseline,"The Lost Boys, Ghostbusters, Stand By Me, The Goonies, Beetlejuice, Ferris Bueller's Day Off, Jumanji, Back to the Future, The Breakfast Club, Gremlins"
2503_recent_gender_age_only_niche_genre,"Eraserhead, The Lost Boys, The Void, Tucker and Dale vs Evil, The Descent, Mandy, The Babadook, Donnie Darko, The Witch, Jacob's Ladder"
2503_recent_gender_age_only_exclude_popular,"The Reflecting Skin, The Innocents, The Last Wave, The Keep, Deadbeat at Dawn, The Woman in Black, The House by the Cemetery, The Black Cat, The Sentinel, The Legend of Hell House"
2503_recent_gender_age_only_indie_international,"The Fall, A Ghost Story, The Fits, The Babadook, Boyhood, Blue Velvet, Toni Erdmann, The Handmaiden, Let the Right One In, Moon"
2503_recent_gender_age_only_temporal_diverse,"The Lost Boys, Back to the Future, The Goonies, Stand by Me, Ghostbusters, Beetlejuice, The Breakfast Club, Jumanji, The Thing, A Nightmare on Elm Street"
2503_recent_gender_age_only_obscure_theme,"The Reflecting Skin, The Void, The Last Circus, The House of the Devil, The Eyes of Laura Mars, The McPherson Tape, The Little Girl Who Lives Down the Lane, The Ritual, The Wraith, The Return of the Living Dead Part II"
2503_recent_occupation_only_baseline,"The Thing, Back to the Future, Ghostbusters, The Shining, Planes, Trains and Automobiles, Close Encounters of the Third Kind, The Addams Family, Ferris Bueller's Day Off, Poltergeist, Stand by Me"
2503_recent_occupation_only_niche_genre,"The Void, The Wailing, The Descent, Pontypool, The Babadook, Trollhunter, The House of the Devil, Session 9, The Invitation, Mayhem"
2503_recent_occupation_only_exclude_popular,"The Brood, The Last Wave, The Reflecting Skin, In the Mouth of Madness, The Brother from Another Planet, The Sentinel, The Keep, The House by the Cemetery, Dead & Buried, The Prowler"
2503_recent_occupation_only_indie_international,"The Spirit of the Beehive, The Mirrors, The Double Life of Véronique, Run Lola Run, City of God, Toni Erdmann, The Hunt, The Secret in Their Eyes, In the Mood for Love, A Touch of Sin"
2503_recent_occupation_only_temporal_diverse,"The Thing, Brazil, Blade Runner, Ghostbusters, The Iron Giant, Metropolis, The Shining, Back to the Future, The Silence of the Lambs, Mad Max: Fury Road"
2503_recent_occupation_only_obscure_theme,"The Reflecting Skin, The Last Wave, The Deadly Spawn, The Reflecting Skin, The Girl Who Leapt Through Time, The Void, The Brood, Stalker, The Black Hole, The Proposition"
2503_recent_all_attributes_baseline,"The Thing, Back to the Future, Ghostbusters, The Goonies, Poltergeist, Big Trouble in Little China, E.T. the Extra-Terrestrial, Stand by Me, The Lost Boys, Gremlins"
2503_recent_all_attributes_niche_genre,"The Void, The Battery, Rubber, The Fall, The Descent, Coherence, The Signal, Trollhunter, Pontypool, Black Moon"
2503_recent_all_attributes_exclude_popular,"The Reflecting Skin, The Last Wave, The Deadly Spawn, The Reflecting Skin, The House by the Cemetery, The Prowler, The Beyond, The Keep, The Stuff, The Sentinel"
2503_recent_all_attributes_indie_international,"Blue Velvet, The Holy Mountain, Eraserhead, Toni Erdmann, The Spirit of the Beehive, The Lobster, Paprika, The Fall, A Girl Walks Home Alone at Night, Tokyo Story"
2503_recent_all_attributes_temporal_diverse,"The Thing, Back to the Future, Blade Runner, The Iron Giant, Brazil, Ghostbusters, Inception, Die Hard, The Terminator, Metropolis"
2503_recent_all_attributes_obscure_theme,"The Reflecting Skin, The Last Wave, The Signal, The Void, The Story of the Last Chrysanthemum, The Battery, Coherence, The Endless, The House of the Devil, Pontypool"
2504_recent_neutral_baseline,"Heathers, Scream, American Psycho, The Craft, The Faculty, Disturbia, Interview with the Vampire, The Ring, Panic Room, The Others"
2504_recent_neutral_niche_genre,"Gothic, The Reflecting Skin, The Last Wave, House of the Devil, The Void, Session 9, The Babadook, Mandy, The Poughkeepsie Tapes, Pontypool"
2504_recent_neutral_exclude_popular,"The House of the Devil, The Reflecting Skin, The Last Circus, The Invitation, The Prowler, Blue Velvet, The Void, The Lighthouse, A Girl Walks Home Alone at Night, The Babadook"
2504_recent_neutral_indie_international,"Blue Velvet, The Spirit of the Beehive, Pan's Labyrinth, Mysterious Skin, The Fall, A Girl Walks Home Alone at Night, In the Mood for Love, The Holy Mountain, Toni Erdmann, The Fits"
2504_recent_neutral_temporal_diverse,"Dangerous Liaisons, The Handmaiden, Scream, Hereditary, The Others, Requiem for a Dream, The Craft, Memento, The Witch, Oldboy"
2504_recent_neutral_obscure_theme,"The House of the Devil, The Last Seduction, The Reflecting Skin, May, Pontypool, The Prowler, The Invitation, The Void, The Descent, The Signal"
2504_recent_gender_age_only_baseline,"Scream, The Craft, Fight Club, American Psycho, Donnie Darko, Se7en, The Faculty, Interview with the Vampire, Requiem for a Dream, The Machinist"
2504_recent_gender_age_only_niche_genre,"The House of the Devil, May, The Void, The Invitation, The Wailing, Mandy, The Babadook, The Descent, The Invitation, Resolution"
2504_recent_gender_age_only_exclude_popular,"The Virgin Suicides, The House of the Devil, May, Ginger Snaps, The Reflecting Skin, Lake Mungo, Pi, Mysterious Skin, The Last Wave, The Poughkeepsie Tallow"
2504_recent_gender_age_only_indie_international,"Blue Velvet, Requiem for a Dream, The Lobster, A Girl Walks Home Alone at Night, The Reflecting Skin, Gummo, The Babadook, I Stand Alone, Mysterious Skin, The Killing of a Sacred Deer"
2504_recent_gender_age_only_temporal_diverse,"Fight Club, Donnie Darko, Requiem for a Dream, The Descent, Seven, Oldboy, The Evil Dead, A Nightmare on Elm Street, The Shining, Memento"
2504_recent_gender_age_only_obscure_theme,"The House of the Devil, The Poughkeepsie Tapes, The Invitation, The Endless, Creep, Pontypool, The Reflecting Skin, The Battery, Session 9, May"
2504_recent_occupation_only_baseline,"The Social Network, Nightcrawler, Gone Girl, The Departed, Prisoners, Fight Club, Zodiac, Se7en, The Girl with the Dragon Tattoo, Memento"
2504_recent_occupation_only_niche_genre,"The Wicker Man, Exam, The Skin I Live In, The Invitation, The Others, The House of the Devil, In the Mouth of Madness, Triangle, The Reflecting Skin, A Field in England"
2504_recent_occupation_only_exclude_popular,"The Last Seduction, The Vanishing, The House of the Devil, The Reflection of Fear, The Machinist, The Pledge, The Prophecy, The Spirit of the Beehive, The Sentiment, The Reflecting Skin"
2504_recent_occupation_only_indie_international,"In the Mood for Love, The Handmaiden, A Ghost Story, The Fall, City of God, The Killing of a Sacred Deer, Blue Is the Warmest Color, The Intouchables, Toni Erdmann, Memories of Murder"
2504_recent_occupation_only_temporal_diverse,"American Psycho, The Hand That Rocks the Cradle, Fight Club, Seven, The Others, The Silence of the Lambs, Requiem for a Dream, The Usual Suspects, Se7en, Memento"
2504_recent_occupation_only_obscure_theme,"The Beguiled, The Invitation, The House of the Devil, The Pledge, The Machinist, The Others, The Reflecting Skin, The Killing of a Sacred Deer, The House That Jack Built, The Last Wave"
2504_recent_all_attributes_baseline,"American Psycho, Fight Club, The Girl with the Dragon Tattoo, Gone Girl, Se7en, The Machinist, Black Swan, Prisoners, Nightcrawler, Shutter Island"
2504_recent_all_attributes_niche_genre,"Blue Velvet, The Invitation, The House of the Devil, Memento Mori, The Babadook, Antichrist, The Wailing, Hereditary, The Others, The Reflecting Skin"
2504_recent_all_attributes_exclude_popular,"The Machinist, Blue Velvet, Memento, The Others, Donnie Darko, The Vanishing, Pi, Session 9, Jacob's Ladder, The Witch"
2504_recent_all_attributes_indie_international,"In the Mood for Love, The Double Life of Veronique, Blue Velvet, A Ghost Story, The Lobster, The Holy Mountain, Under the Silver Lake, The Killing of a Sacred Deer, Memento, The Fall"
2504_recent_all_attributes_temporal_diverse,"American Psycho, The Talented Mr. Ripley, Se7en, Fight Club, The Usual Suspects, Memento, Oldboy, Requiem for a Dream, The Shining, Donnie Darko"
2504_recent_all_attributes_obscure_theme,"The Virgin Suicides, The Machinist, American Psycho, The House of the Devil, Session 9, The Pledge, Blue Velvet, The Reflection of Fear, The Last Seduction, May"
2505_recent_neutral_baseline,"Gladiator, Braveheart, The Mask of Zorro, Deadpool, Monty Python and the Holy Grail, The Naked Gun, Airplane!, Pirates of the Caribbean: The Curse of the Black Pearl, Tropic Thunder, Kung Fu Hustle"
2505_recent_neutral_niche_genre,"The Fall, In the Loop, The Adventures of Buckaroo Beshput, Big Trouble in Little China, The Kingdom of Dreams and Madness, The Holy Mountain, The Fall of the Roman Empire, Death to Smoochy, The Last Circus, The King of Comedy"
2505_recent_neutral_exclude_popular,"The Last of the Mohicans, The Great Escape, The Man Who Would Be King, The Prisoner of Zenda, The Eagle Has Landed, The Quiet American, The Wind That Shakes the Barley, The Spy Who Came in from the Cold, The Razor's Edge, A Fish Called Wanda"
2505_recent_neutral_indie_international,"City of God, Pan's Labyrinth, Amélie, The Hunt, In the Mood for Love, Run Lola Run, The Intouchables, The Diving Bell and the Butterfly, Persepolis, Toni Erdmann"
2505_recent_neutral_temporal_diverse,"Spartacus, The Great Escape, Blazing Saddles, The Pink Panther, Monty Python and the Holy Grail, The Bridge on the River Kwai, Airplane!, The Magnificent Seven, Galaxy Quest, The Adventures of Robin Hood"
2505_recent_neutral_obscure_theme,"The Last of the Mohicans, The Guard, The Dish, In the Valley of Elah, The Man Who Would Be King, Death of a Nation, The Big Country, The Eagle, The Lost City of Z, The Hundred-Foot Journey"
2505_recent_gender_age_only_baseline,"Gladiator, Mad Max: Fury Road, Deadpool, The Mask of Zorro, Kingsman: The Secret Service, Pirates of the Caribbean: The Curse of the Black Pearl, The Dark Knight, Hot Fuzz, Tropic Thunder, Iron Man"
2505_recent_gender_age_only_niche_genre,"The Fall, Kung Fu Hustle, Big Trouble in Little China, The Adventures of Buckaroo B Punch, Death to Smoochy, The Holy Mountain, The Fountain, The Brothers Bloom, Mishima: A Life in Four Chapters, Brazil"
2505_recent_gender_age_only_exclude_popular,"The Last of the Mohicans, In the Mouth of Madness, The Big Lebowski, The Iron Giant, Dark City, The Rocketeer, The Man Who Would Be King, The Long Good Friday, The Adventures of Buckaroo B. Doyle, The Great Silence"
2505_recent_gender_age_only_indie_international,"City of God, Pan's Labyrinth, The Lives of Others, A Prophet, In the Mood for Love, Oldboy, The Intouchables, Run Lola Run, The Secret in Their Eyes, Cinema Paradiso"
2505_recent_gender_age_only_temporal_diverse,"Gladiator, The Mask of Zorro, Deadpool, The Mummy, Monty Python and the Holy Grail, Mad Max: Fury Road, The Pink Panther, Airplane!, The Great Escape, Kingsman: The Secret Service"
2505_recent_gender_age_only_obscure_theme,"The Last of the Mohicans, The Eagle, The Man Who Would Be King, The Great Escape, Kingsman: The Secret Service, Captain America: The First Avenger, The Fall, In the Mouth of Madness, The Dish, Operation Avalanche"
2505_recent_occupation_only_baseline,"Gladiator, The King's Speech, The Grand Budapest Hotel, Ocean's Eleven, The Dark Knight, Inception, The Martian, The Imitation Game, Catch Me If You Can, The Thomas Crown Affair"
2505_recent_occupation_only_niche_genre,"The Last of the Mohicans, In the Mouth of Madness, The Great Escape, The Man Who Would Be King, Burn After Reading, The Favourite, The Prestige, Tinker Tailor Soldier Spy, The Secret in Their Eyes, Master and Commander: The Far Side of the World"
2505_recent_occupation_only_exclude_popular,"The Last of the Mohicans, The Assassin, The Eagle, Master and Commander: The Far Side of the World, The Proposition, The Wind That Shakes the Barley, A Midnight Clear, The Counterfeiters, The Proposition, The House of the Devil"
2505_recent_occupation_only_indie_international,"Pan's Labyrinth, The Hunt, City of God, In the Mood for Love, The Lives of Others, Oldboy, Toni Erdmann, The Square, Persepolis, The Secret in Their Eyes"
2505_recent_occupation_only_temporal_diverse,"Gladiator, The Godfather, Lawrence of Arabia, Ocean's Eleven, The Great Escape, Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb, The Untouchables, Inception, The Italian Job, The Man Who Would Be King"
2505_recent_occupation_only_obscure_theme,"The Last of the Mohicans, The Eagle, The Guard, In the Name of the King, The Counterfeiters, Master and Commander: The Far Side of the World, The Men Who Stare at Goats, The Wind That Shakes the Barley, The Fall, The Dish"
2505_recent_all_attributes_baseline,"Gladiator, The Mask of Zorro, Mission: Impossible - Ghost Protocol, Kingsman: The Secret Service, Mad Max: Fury Road, The Man from U.N.C.L.E., Liar Liar, The Italian Job, The Bourne Identity, Deadpool"
2505_recent_all_attributes_niche_genre,"The Last Samurai, Inception, The Guard, The Good, the Bad and the Ugly, Black Mirror: Bandersnatch, The Man Who Would Be King, The Nice Guys, Seven Samurai, The Great Escape, The Grand Budapest Hotel"
2505_recent_all_attributes_exclude_popular,"The Last Samurai, The Hunt for Red October, The Wind That Shakes the Barley, A Man for All Seasons, The Eagle Has Landed, The Last of the Mohicans, The Guard, The Return of the Pink Panther, The Man Who Would Be King, The Spy Who Came in from the Cold"
2505_recent_all_attributes_indie_international,"The Intouchables, City of God, Amélie, The Hunt, Pan's Labyrinth, In the Mood for Love, The Lives of Others, Run Lola Run, A Prophet, The Secret in Their Eyes"
2505_recent_all_attributes_temporal_diverse,"Gladiator, The Mask of Zorro, The Untouchables, Ocean's Eleven, The Great Escape, Kingsman: The Secret Service, The Sting, Mission: Impossible, The Princess Bride, Top Gun"
2505_recent_all_attributes_obscure_theme,"The Last of the Mohicans, The Eagle, In the Heart of the Sea, Kiss Kiss Bang Bang, The Nice Guys, Seven Psychopaths, The Man Who Would Be King, Matchstick Men, The Illusionist, The King's Speech"
2506_recent_neutral_baseline,"Clueless, The Breakfast Club, Ferris Bueller's Day Off, Mean Girls, Dodgeball: A True Underdog Story, Superbad, The Princess Bride, Ghostbusters, Monty Python and the Holy Grail, Best in Show"
2506_recent_neutral_niche_genre,"The Killing of a Sacred Deer, The Last Picture Show, Big Trouble in Little China, The Adventures of Buckaroo B boing, Brazil, The Holy Mountain, Pink Flamingos, Eraserhead, The Spirit of the Beehive, Barbarella"
2506_recent_neutral_exclude_popular,"The Last Seduction, The Reflecting Skin, The Killing of a Sacred Deer, The Housemaid, In the Mood for Love, Buffalo '66, The Spirit of the Beehive, The Celebration, Wings of Desire, The Assassin"
2506_recent_neutral_indie_international,"The Spirit of the Beehive, In the Mood for Love, The Last Days of Disco, Toni Erdmann, City of God, The Killing of a Sacred Deer, The Lobster, A Fantastic Woman, The Holy Mountain, The Fits"
2506_recent_neutral_temporal_diverse,"Rebel Without a Cause, The Breakfast Club, Some Like It Hot, Duck Soup, The Sting, Blazing Saddles, The Graduate, M*A*S*H, Ferris Bueller's Day Off, The Philadelphia Story"
2506_recent_neutral_obscure_theme,"The Last Supper, The King of Comedy, Buffalo '66, Rubber, The Killing of a Sacred Deer, The Housemaid, The Death of Stalin, The Fall, Death to Smoochy, In the Mood for Love"
2506_recent_gender_age_only_baseline,"Mean Girls, Clueless, Legally Blonde, The Princess Diaries, Easy A, 10 Things I Hate About You, Pitch Perfect, Mona Lisa Smile, The Devil Wears Prada, Legally Blonde 2"
2506_recent_gender_age_only_niche_genre,"The Holy Mountain, Pink Flamingos, The Cook, the Thief, His Wife & Her Lover, The Fall, Holy Mountain, The Fever, Barbarella, Valerie and Her Week of Wonders, The Love Witch, Gummo"
2506_recent_gender_age_only_exclude_popular,"The Last Seduction, Heavenly Creatures, The Last Days of Disco, The Killing of a Sacred Deer, The House of Yes, The Maiden Heist, The Little Hours, The Love Witch, The Squid and the Whale, Funny Ha Ha"
2506_recent_gender_age_only_indie_international,"Frances Ha, The Fits, Toni Erdmann, The Lunchbox, Lady Bird, Amélie, The Half of It, Blue Is the Warmest Color, Portrait of a Lady on Fire, Persepolis"
2506_recent_gender_age_only_temporal_diverse,"Clueless, The Breakfast Club, Legally Blonde, Mean Girls, Little Miss Sunshine, The Princess Bride, Ferris Bueller's Day Off, Sixteen Candles, Easy A, Some Like It Hot"
2506_recent_gender_age_only_obscure_theme,"The Last Days of Disco, The Virgin Suicides, Heaven Can Wait, The House of Yes, The Adventures of Buckaroo Bonsai, The Killing of a Sacred Deer, Little Miss Sunshine, The Reflecting Skin, The Watermelon Woman, The Assassination of Jesse James by the Coward Robert Ford"
2506_recent_occupation_only_baseline,"The Breakfast Club, Mean Girls, The Devil Wears Prada, Legally Blonde, Moneyball, The Social Network, Crazy, Stupid, Love., The Wolf of Wall Street, Glengarry Glen Ross, Office Space"
2506_recent_occupation_only_niche_genre,"The Last Dragon, The King of Comedy, The Adventures of Buckaroo Beejane, Brazil, Night of the Hunter, The Spirit of the Beehive, Pink Flamingos, Harold and Maude, Eraserhead, The Holy Mountain"
2506_recent_occupation_only_exclude_popular,"The Last Days of Disco, The Killing of a Sacred Deer, In the Loop, The Death of Stalin, The Way Way Back, The Dish, The Station Agent, The King of Comedy, The Last Detail, The Long Goodbye"
2506_recent_occupation_only_indie_international,"In the Mood for Love, The Lunchbox, Wild Tales, The Fall, City of God, Omar, The Intouchables, Amélie, The Band's Visit, Toni Erdmann"
2506_recent_occupation_only_temporal_diverse,"Network, The Long Kiss Goodnight, The Apartment, Some Like It Hot, The Player, The Odd Couple, Bull Durham, The Producers, Trading Places, The Naked Gun"
2506_recent_occupation_only_obscure_theme,"The Last Seduction, The Killing of a Sacred Deer, The Way Way Back, The Player, The Fundamentals of Caring, The Dish, The Last Picture Show, The Station Agent, The Big Kahuna, The Brothers Bloom"
